id,class
1228,4
1229,1
1230,1
1231,2
1232,3
1233,1
1234,1
1235,0
1236,2
1237,1
1238,3
1239,1
1240,1
1241,3
1242,3
1243,0
1244,4
1245,0
1246,4
1247,0
1248,0
1249,3
1250,3
1251,4
1252,4
1253,0
1254,0
1255,1
1256,1
1257,4
1258,1
1259,3
1260,3
1261,0
1262,0
1263,2
1264,1
1265,4
1266,3
1267,0
1268,1
1269,2
1270,4
1271,0
1272,2
1273,3
1274,1
1275,2
1276,2
1277,2
1278,0
1279,2
1280,4
1281,2
1282,3
1283,0
1284,3
1285,2
1286,2
1287,2
1288,4
1289,1
1290,2
1291,2
1292,2
1293,0
1294,2
1295,2
1296,4
1297,4
1298,1
1299,3
1300,1
1301,2
1302,0
1303,4
1304,3
1305,3
1306,0
1307,1
1308,4
1309,0
1310,0
1311,3
1312,1
1313,0
1314,2
1315,1
1316,0
1317,1
1318,3
1319,4
1320,0
1321,1
1322,4
1323,1
1324,4
1325,3
1326,4
1327,0
1328,3
1329,4
1330,3
1331,3
1332,1
1333,4
1334,4
1335,2
1336,3
1337,4
1338,2
1339,3
1340,3
1341,3
1342,2
1343,3
1344,4
1345,4
1346,4
1347,2
1348,2
1349,3
1350,3
1351,1
1352,4
1353,2
1354,4
1355,3
1356,1
1357,4
1358,2
1359,0
1360,3
1361,0
1362,2
1363,2
1364,1
1365,3
1366,0
1367,3
1368,0
1369,0
1370,3
1371,1
1372,2
1373,3
1374,3
1375,1
1376,2
1377,0
1378,3
1379,4
1380,3
1381,4
1382,1
1383,4
1384,2
1385,3
1386,0
1387,1
1388,2
1389,2
1390,0
1391,0
1392,4
1393,3
1394,1
1395,3
1396,2
1397,2
1398,0
1399,4
1400,0
1401,2
1402,0
1403,0
1404,4
1405,3
1406,0
1407,4
1408,3
1409,3
1410,4
1411,4
1412,0
1413,1
1414,2
1415,3
1416,0
1417,2
1418,0
1419,2
1420,0
1421,2
1422,0
1423,1
1424,2
1425,2
1426,1
1427,0
1428,0
1429,3
1430,2
1431,1
1432,0
1433,3
1434,1
1435,0
1436,1
1437,3
1438,3
1439,1
1440,4
1441,4
1442,2
1443,4
1444,0
1445,3
1446,1
1447,0
1448,4
1449,2
1450,2
1451,2
1452,0
1453,0
1454,3
1455,4
1456,0
1457,2
1458,2
1459,2
1460,2
1461,2
1462,4
1463,0
1464,1
1465,4
1466,3
1467,3
1468,0
1469,1
1470,1
1471,2
1472,3
1473,3
1474,4
1475,0
1476,2
1477,2
1478,0
1479,1
1480,3
1481,1
1482,2
1483,3
1484,4
1485,1
1486,3
1487,3
1488,2
1489,0
1490,1
1491,0
1492,3
1493,3
1494,2
1495,3
1496,2
1497,0
1498,1
1499,3
1500,2
1501,2
1502,2
1503,3
1504,4
1505,0
1506,2
1507,0
1508,3
1509,4
1510,3
1511,1
1512,2
1513,0
1514,3
1515,0
1516,0
1517,0
1518,3
1519,4
1520,3
1521,3
1522,2
1523,1
1524,3
1525,4
1526,2
1527,3
1528,1
1529,2
1530,2
1531,0
1532,4
1533,0
1534,4
1535,1
1536,3
1537,3
1538,1
1539,1
1540,1
1541,4
1542,0
1543,3
1544,2
1545,1
1546,2
1547,2
1548,2
1549,2
1550,4
1551,1
1552,2
1553,2
1554,3
1555,3
1556,0
1557,2
1558,0
1559,4
1560,0
1561,1
1562,1
1563,3
1564,4
1565,4
1566,2
1567,2
1568,3
1569,3
1570,2
1571,0
1572,2
1573,0
1574,1
1575,3
1576,2
1577,3
1578,2
1579,3
1580,1
1581,0
1582,4
1583,0
1584,3
1585,2
1586,1
1587,2
1588,0
1589,2
1590,4
1591,0
1592,1
1593,3
1594,0
1595,1
1596,3
1597,4
1598,0
1599,1
1600,3
1601,0
1602,2
1603,3
1604,3
1605,3
1606,0
1607,0
1608,1
1609,4
1610,4
1611,4
1612,3
1613,0
1614,2
1615,4
1616,0
1617,1
1618,1
1619,3
1620,2
1621,4
1622,0
1623,0
1624,3
1625,4
1626,1
1627,4
1628,0
1629,0
1630,3
1631,3
1632,2
1633,1
1634,0
1635,3
1636,1
1637,1
1638,1
1639,1
1640,2
1641,0
1642,4
1643,4
1644,0
1645,3
1646,2
1647,4
1648,0
1649,2
1650,3
1651,4
1652,2
1653,0
1654,4
1655,4
1656,0
1657,1
1658,3
1659,0
1660,4
1661,0
1662,1
1663,3
1664,2
1665,4
1666,4
1667,3
1668,1
1669,0
1670,2
1671,0
1672,3
1673,1
1674,0
1675,3
1676,4
1677,0
1678,3
1679,3
1680,2
1681,2
1682,2
1683,0
1684,1
1685,4
1686,0
1687,3
1688,1
1689,2
1690,2
1691,3
1692,3
1693,3
1694,1
1695,4
1696,2
1697,4
1698,3
1699,0
1700,4
1701,1
1702,3
1703,0
1704,3
1705,2
1706,0
1707,1
1708,3
1709,2
1710,4
1711,2
1712,4
1713,1
1714,4
1715,2
1716,1
1717,0
1718,3
1719,4
1720,4
1721,0
1722,3
1723,4
1724,4
1725,2
1726,1
1727,3
1728,4
1729,0
1730,4
1731,4
1732,2
1733,0
1734,4
1735,1
1736,4
1737,2
1738,3
1739,0
1740,3
1741,3
1742,4
1743,1
1744,0
1745,0
1746,4
1747,4
1748,2
1749,4
1750,2
1751,3
1752,4
1753,4
1754,3
1755,1
1756,1
1757,4
1758,0
1759,2
1760,0
1761,2
1762,0
1763,1
1764,4
1765,0
1766,2
1767,4
1768,0
1769,1
1770,3
1771,2
1772,2
1773,4
1774,0
1775,1
1776,3
1777,2
1778,4
1779,1
1780,1
1781,3
1782,0
1783,0
1784,2
1785,1
1786,1
1787,1
1788,1
1789,4
1790,1
1791,0
1792,4
1793,2
1794,1
1795,4
1796,1
1797,0
1798,4
1799,2
1800,3
1801,4
1802,0
1803,0
1804,0
1805,1
1806,0
1807,1
1808,3
1809,0
1810,3
1811,3
1812,3
1813,1
1814,3
1815,3
1816,0
1817,3
1818,4
1819,2
1820,2
1821,2
1822,2
1823,1
1824,0
1825,1
1826,3
1827,0
1828,0
1829,1
1830,0
1831,3
1832,2
1833,4
1834,2
1835,1
1836,3
1837,3
1838,3
1839,3
1840,3
1841,2
1842,4
1843,2
1844,0
1845,0
1846,3
1847,1
1848,2
1849,0
1850,0
1851,1
1852,2
1853,4
1854,3
1855,2
1856,1
1857,4
1858,1
1859,3
1860,3
1861,2
1862,3
1863,4
1864,2
1865,0
1866,2
1867,3
1868,1
1869,0
1870,2
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,4
1879,3
1880,1
1881,1
1882,4
1883,2
1884,2
1885,0
1886,0
1887,0
1888,3
1889,1
1890,1
1891,0
1892,1
1893,1
1894,1
1895,0
1896,4
1897,0
1898,3
1899,4
1900,1
1901,0
1902,3
1903,3
1904,3
1905,0
1906,3
1907,2
1908,0
1909,0
1910,4
1911,0
1912,0
1913,1
1914,3
1915,4
1916,0
1917,3
1918,3
1919,2
1920,0
1921,3
1922,1
1923,0
1924,2
1925,3
1926,2
1927,0
1928,4
1929,4
1930,2
1931,4
1932,0
1933,1
1934,4
1935,2
1936,3
1937,4
1938,0
1939,4
1940,2
1941,0
1942,1
1943,1
1944,4
1945,2
1946,2
1947,3
1948,1
1949,0
1950,1
1951,0
1952,2
1953,3
1954,4
1955,3
1956,4
1957,0
1958,3
1959,0
1960,3
1961,4
1962,1
1963,4
1964,2
1965,2
1966,2
1967,2
1968,4
1969,4
1970,2
1971,3
1972,4
1973,1
1974,0
1975,2
1976,4
1977,1
1978,4
1979,3
1980,0
1981,4
1982,2
1983,4
1984,3
1985,2
1986,3
1987,1
1988,0
1989,2
1990,2
1991,1
1992,0
1993,3
1994,0
1995,3
1996,4
1997,1
1998,4
1999,0
2000,4
2001,3
2002,1
2003,2
2004,0
2005,0
2006,4
2007,1
2008,2
2009,3
2010,4
2011,0
2012,2
2013,2
2014,4
2015,3
2016,3
2017,3
2018,0
2019,4
2020,3
2021,0
2022,0
2023,1
2024,4
2025,2
2026,4
2027,0
2028,1
2029,4
2030,1
2031,1
2032,1
2033,4
2034,3
2035,2
2036,3
2037,4
2038,1
2039,2
2040,4
2041,0
2042,3
2043,1
2044,1
2045,1
2046,3
2047,1
2048,0
2049,2
2050,2
2051,4
2052,2
2053,0
2054,1
2055,2
2056,2
2057,2
2058,4
2059,2
2060,4
2061,1
2062,4
2063,0
2064,2
2065,4
2066,1
2067,2
2068,3
2069,4
2070,0
2071,4
2072,3
2073,0
2074,1
2075,1
2076,1
2077,4
2078,1
2079,1
2080,4
2081,1
2082,2
2083,0
2084,3
2085,4
2086,4
2087,2
2088,1
2089,4
2090,3
2091,4
2092,0
2093,3
2094,1
2095,1
2096,4
2097,3
2098,1
2099,0
2100,2
2101,0
2102,4
2103,1
2104,3
2105,0
2106,0
2107,3
2108,0
2109,4
2110,1
2111,2
2112,0
2113,3
2114,4
2115,0
2116,4
2117,2
2118,1
2119,4
2120,4
2121,4
2122,4
2123,0
2124,4
2125,2
2126,0
2127,3
2128,3
2129,1
2130,0
2131,0
2132,3
2133,2
2134,3
2135,1
2136,3
2137,0
2138,3
2139,4
2140,0
2141,4
2142,1
2143,4
2144,3
2145,0
2146,0
2147,0
2148,1
2149,4
2150,1
2151,0
2152,3
2153,1
2154,4
2155,3
2156,1
2157,0
2158,4
2159,4
2160,3
2161,1
2162,4
2163,3
2164,1
2165,3
2166,3
2167,4
2168,2
2169,0
2170,2
2171,1
2172,0
2173,4
2174,3
2175,1
2176,1
2177,0
2178,4
2179,3
2180,4
2181,3
2182,2
2183,2
2184,0
2185,4
2186,1
2187,0
2188,2
2189,3
2190,3
2191,1
2192,3
2193,0
2194,2
2195,1
2196,3
2197,2
2198,4
2199,0
2200,0
2201,0
2202,3
2203,3
2204,4
2205,2
2206,0
2207,2
2208,3
2209,4
2210,4
2211,1
2212,1
2213,4
2214,3
2215,1
2216,2
2217,0
2218,1
2219,0
2220,0
2221,4
2222,2
2223,2
2224,3
2225,4
2226,4
2227,3
2228,0
2229,3
2230,3
2231,1
2232,4
2233,3
2234,0
2235,0
2236,2
2237,3
2238,1
2239,4
2240,0
2241,4
2242,4
2243,2
2244,3
2245,2
2246,1
2247,3
2248,0
2249,2
2250,1
2251,3
2252,4
2253,2
2254,0
2255,1
2256,3
2257,2
2258,0
2259,1
2260,4
2261,0
2262,4
2263,3
2264,1
2265,0
2266,1
2267,1
2268,3
2269,0
2270,2
2271,4
2272,4
2273,4
2274,1
2275,3
2276,0
2277,4
2278,1
2279,2
2280,1
2281,3
2282,1
2283,0
2284,3
2285,2
2286,0
2287,0
2288,3
2289,1
2290,4
2291,0
2292,3
2293,0
2294,1
2295,4
2296,3
2297,4
2298,1
2299,2
2300,3
2301,2
2302,1
2303,2
2304,4
2305,2
2306,4
2307,3
2308,0
2309,4
2310,3
2311,2
2312,0
2313,4
2314,3
2315,0
2316,3
2317,1
2318,2
2319,3
2320,3
2321,1
2322,1
2323,2
2324,3
2325,2
2326,4
2327,1
2328,3
2329,1
2330,3
2331,0
2332,4
2333,0
2334,2
2335,2
2336,3
2337,1
2338,0
2339,1
2340,2
2341,3
2342,1
2343,1
2344,1
2345,0
2346,4
2347,3
2348,3
2349,3
2350,1
2351,0
2352,1
2353,1
2354,0
2355,2
2356,0
2357,1
2358,3
2359,4
2360,3
2361,0
2362,2
2363,4
2364,3
2365,3
2366,0
2367,0
2368,2
2369,1
2370,4
2371,4
2372,3
2373,1
2374,1
2375,4
2376,2
2377,0
2378,0
2379,0
2380,3
2381,4
2382,0
2383,1
2384,3
2385,0
2386,3
2387,4
2388,4
2389,1
2390,1
2391,0
2392,4
2393,3
2394,4
2395,4
2396,4
2397,3
2398,1
2399,2
2400,3
2401,4
2402,2
2403,1
2404,4
2405,2
2406,1
2407,0
2408,3
2409,4
2410,0
2411,0
2412,1
2413,0
2414,3
2415,4
2416,3
2417,1
2418,3
2419,0
2420,3
2421,3
2422,2
2423,0
2424,4
2425,0
2426,2
2427,4
2428,0
2429,0
2430,1
2431,4
2432,3
2433,2
2434,0
2435,4
2436,3
2437,1
2438,0
2439,0
2440,2
2441,3
2442,4
2443,1
2444,0
2445,0
2446,1
2447,4
2448,2
2449,3
2450,0
2451,3
2452,1
2453,0
2454,4
2455,3
2456,3
2457,2
2458,3
2459,2
2460,1
2461,4
2462,4
2463,2
2464,1
2465,4
2466,3
2467,4
2468,0
2469,1
2470,0
2471,2
2472,3
2473,1
2474,4
2475,4
2476,4
2477,4
2478,3
2479,4
2480,0
2481,1
2482,3
2483,3
2484,2
2485,2
2486,4
2487,1
2488,4
2489,4
2490,4
2491,3
2492,3
2493,1
2494,2
2495,2
2496,3
2497,2
2498,1
2499,4
2500,0
2501,3
2502,4
2503,2
2504,0
2505,3
2506,2
2507,0
2508,3
2509,2
2510,0
2511,3
2512,4
2513,3
2514,3
2515,0
2516,1
2517,3
2518,4
2519,4
2520,3
2521,0
2522,1
2523,2
2524,4
2525,0
2526,1
2527,3
2528,0
2529,4
2530,0
2531,1
2532,4
2533,0
2534,4
2535,4
2536,3
2537,1
2538,1
2539,4
2540,0
2541,4
2542,3
2543,1
2544,0
2545,1
2546,4
2547,2
2548,2
2549,3
2550,1
2551,2
2552,2
2553,2
2554,4
2555,0
2556,0
2557,4
2558,3
2559,1
2560,4
2561,0
2562,0
2563,0
2564,1
2565,0
2566,2
2567,0
2568,1
2569,4
2570,2
2571,3
2572,1
2573,4
2574,0
2575,2
2576,2
2577,0
2578,2
2579,4
2580,0
2581,2
2582,2
2583,4
2584,0
2585,3
2586,2
2587,0
2588,0
2589,0
2590,4
2591,2
2592,1
2593,1
2594,0
2595,3
2596,1
2597,4
2598,1
2599,0
2600,1
2601,3
2602,3
2603,1
2604,0
2605,4
2606,2
2607,3
2608,4
2609,0
2610,4
2611,2
2612,4
2613,4
2614,4
2615,0
2616,4
2617,2
2618,4
2619,4
2620,4
2621,3
2622,0
2623,0
2624,1
2625,2
2626,2
2627,3
2628,4
2629,1
2630,1
2631,3
2632,0
2633,1
2634,4
2635,3
2636,2
2637,4
2638,0
2639,3
2640,1
2641,0
2642,1
2643,4
2644,4
2645,1
2646,4
2647,3
2648,3
2649,3
2650,4
2651,1
2652,3
2653,3
2654,3
2655,3
2656,0
2657,3
2658,3
2659,4
2660,2
2661,2
2662,1
2663,3
2664,0
2665,3
2666,3
2667,2
2668,3
2669,4
2670,2
2671,3
2672,0
2673,0
2674,0
2675,4
2676,0
2677,1
2678,3
2679,0
2680,1
2681,4
2682,3
2683,3
2684,4
2685,0
2686,4
2687,4
2688,0
2689,1
2690,4
2691,0
2692,2
2693,1
2694,1
2695,3
2696,2
2697,1
2698,2
2699,4
2700,2
2701,3
2702,2
2703,4
2704,0
2705,4
2706,3
2707,1
2708,0
2709,2
2710,2
2711,2
2712,4
2713,0
2714,3
2715,2
2716,4
2717,0
2718,2
2719,2
2720,0
2721,0
2722,0
2723,1
2724,0
2725,1
2726,4
2727,0
2728,3
2729,3
2730,4
2731,0
2732,3
2733,4
2734,1
2735,0
2736,2
2737,2
2738,1
2739,3
2740,0
2741,4
2742,0
2743,2
2744,0
2745,2
2746,2
2747,0
2748,0
2749,2
2750,4
2751,2
2752,3
2753,0
2754,1
2755,0
2756,4
2757,1
2758,1
2759,0
2760,2
2761,2
2762,0
2763,3
2764,4
2765,4
2766,3
2767,1
2768,3
2769,0
2770,4
2771,1
2772,2
2773,2
2774,0
2775,1
2776,3
2777,3
2778,0
2779,4
2780,3
2781,1
2782,4
2783,3
2784,0
2785,0
2786,1
2787,0
2788,4
2789,3
2790,4
2791,2
2792,0
2793,0
2794,1
2795,3
2796,3
2797,2
2798,0
2799,4
2800,4
2801,3
2802,2
2803,3
2804,4
2805,2
2806,3
2807,3
2808,2
2809,4
2810,4
2811,4
2812,0
2813,3
2814,2
2815,0
2816,0
2817,2
2818,1
2819,4
2820,3
2821,4
2822,0
2823,2
2824,4
2825,2
2826,3
2827,3
2828,3
2829,1
2830,2
2831,4
2832,3
2833,0
2834,1
2835,4
2836,1
2837,3
2838,2
2839,0
2840,2
2841,4
2842,0
2843,0
2844,3
2845,4
2846,0
2847,1
2848,3
2849,1
2850,2
2851,1
2852,1
2853,0
2854,3
2855,1
2856,3
2857,2
2858,4
2859,0
2860,3
2861,1
2862,0
2863,2
2864,4
2865,0
2866,4
2867,3
2868,1
2869,1
2870,2
2871,1
2872,4
2873,1
2874,3
2875,1
2876,3
2877,4
2878,1
2879,2
2880,4
2881,4
2882,0
2883,3
2884,3
2885,0
2886,0
2887,3
2888,2
2889,4
2890,1
2891,3
2892,4
2893,3
2894,0
2895,0
2896,1
2897,0
2898,2
2899,4
2900,0
2901,4
2902,4
2903,2
2904,1
2905,3
2906,1
2907,0
2908,4
2909,3
2910,0
2911,0
2912,3
2913,0
2914,2
2915,1
2916,2
2917,0
2918,1
2919,4
2920,1
2921,3
2922,1
2923,4
2924,0
2925,3
2926,0
2927,3
2928,1
2929,0
2930,3
2931,0
2932,0
2933,4
2934,2
2935,4
2936,3
2937,0
2938,3
2939,3
2940,1
2941,1
2942,4
2943,0
2944,4
2945,2
2946,3
2947,0
2948,1
2949,4
2950,4
2951,1
2952,1
2953,4
2954,2
2955,2
2956,2
2957,3
2958,2
2959,2
2960,4
2961,1
2962,4
2963,4
2964,0
2965,4
2966,0
2967,2
2968,1
2969,2
2970,4
2971,1
2972,1
2973,1
2974,2
2975,0
2976,2
2977,1
2978,4
2979,3
2980,3
2981,1
2982,4
2983,2
2984,0
2985,2
2986,1
2987,1
2988,1
2989,3
2990,1
2991,3
2992,2
2993,4
2994,1
2995,2
2996,3
2997,1
