id,class
329,3
330,0
331,1
332,2
333,3
334,4
335,1
336,2
337,0
338,3
339,4
340,3
341,2
342,1
343,4
344,0
345,3
346,4
347,2
348,1
349,0
350,2
351,0
352,1
353,4
354,3
355,4
356,2
357,0
358,1
359,3
360,4
361,2
362,1
363,0
364,3
365,0
366,2
367,3
368,1
369,4
370,2
371,0
372,4
373,1
374,3
375,3
376,1
377,2
378,0
379,4
380,0
381,1
382,2
383,2
384,4
385,3
386,2
387,3
388,4
389,1
390,1
391,4
392,3
393,0
394,2
395,3
396,2
397,4
398,1
399,0
400,1
401,4
402,3
403,2
404,0
405,2
406,1
407,4
408,0
409,3
410,1
411,0
412,4
413,3
414,2
415,0
416,1
417,4
418,2
419,3
420,0
421,1
422,4
423,2
424,3
425,2
426,3
427,4
428,0
429,1
430,1
431,0
432,4
433,2
434,3
435,4
436,3
437,0
438,1
439,2
440,4
441,2
442,0
443,0
444,3
445,1
446,3
447,2
448,4
449,0
450,2
451,4
452,1
453,0
454,3
455,1
456,0
457,2
458,3
459,4
460,4
461,3
462,2
463,1
464,0
465,1
466,2
467,0
468,4
469,3
470,1
471,0
472,2
473,4
474,3
475,1
476,3
477,2
478,0
479,4
480,4
481,1
482,0
483,3
484,2
485,4
486,3
487,1
488,2
489,0
490,1
491,4
492,4
493,2
494,0
495,1
496,3
497,0
498,2
499,4
500,0
501,3
502,1
503,2
504,4
505,1
506,0
507,4
508,2
509,2
510,2
511,4
512,3
513,0
514,1
515,1
516,4
517,2
518,3
519,0
520,1
521,0
522,4
523,2
524,3
525,2
526,1
527,0
528,3
529,4
530,2
531,2
532,0
533,1
534,4
535,0
536,2
537,1
538,3
539,4
540,0
541,2
542,3
543,4
544,1
545,1
546,3
547,0
548,4
549,2
550,2
551,4
552,0
553,3
554,1
555,1
556,2
557,4
558,0
559,3
560,3
561,1
562,4
563,0
564,2
565,1
566,4
567,3
568,2
569,0
570,1
571,0
572,3
573,2
574,4
575,1
576,3
577,0
578,2
579,4
580,4
581,1
582,3
583,0
584,2
585,3
586,4
587,2
588,0
589,1
590,0
591,2
592,4
593,3
594,1
595,3
596,1
597,2
598,4
599,2
600,1
601,4
602,0
603,3
604,1
605,4
606,1
607,2
608,3
609,0
610,1
611,2
612,3
613,4
614,0
615,0
616,2
617,4
618,3
619,1
620,2
621,3
622,0
623,1
624,4
625,1
626,2
627,3
628,0
629,4
630,2
631,1
632,0
633,3
634,4
635,3
636,2
637,1
638,0
639,4
640,3
641,4
642,0
643,1
644,2
645,0
646,2
647,4
648,1
649,3
650,2
651,1
652,0
653,2
654,3
655,4
656,3
657,1
658,2
659,0
660,4
661,2
662,0
663,1
664,3
665,4
666,0
667,1
668,3
669,2
670,4
671,1
672,3
673,2
674,0
675,2
676,0
677,4
678,1
679,3
680,2
681,1
682,4
683,0
684,3
685,0
686,4
687,1
688,3
689,2
690,3
691,1
692,4
693,1
694,2
695,3
696,1
697,0
698,2
699,4
700,4
701,1
702,3
703,2
704,0
705,4
706,2
707,0
708,1
709,3
710,1
711,0
712,4
713,3
714,1
715,2
716,3
717,0
718,1
719,4
720,0
721,4
722,1
723,0
724,2
725,3
726,4
727,0
728,1
729,2
730,3
731,1
732,2
733,0
734,4
735,0
736,4
737,3
738,2
739,1
740,3
741,4
742,1
743,2
744,0
745,2
746,1
747,4
748,0
749,3
750,0
751,4
752,2
753,3
754,1
755,0
756,2
757,3
758,4
759,1
760,4
761,1
762,3
763,0
764,2
765,4
766,2
767,1
768,3
769,0
770,0
771,1
772,4
773,2
774,3
775,1
776,3
777,2
778,0
779,4
780,0
781,2
782,4
783,1
784,3
785,1
786,4
787,2
788,1
789,0
790,1
791,0
792,4
793,2
794,4
795,3
796,1
797,0
798,2
799,4
800,0
801,1
802,4
803,3
804,2
805,1
806,2
807,3
808,0
809,4
810,0
811,2
812,1
813,4
814,3
815,4
816,2
817,4
818,0
819,3
820,4
821,1
822,3
823,0
824,2
825,0
826,4
827,4
828,1
829,2
830,1
831,2
832,3
833,4
834,0
835,3
836,0
837,2
838,4
839,1
840,2
841,3
842,0
843,4
844,1
845,2
846,0
847,4
848,1
849,3
850,3
851,0
852,1
853,4
854,2
855,3
856,1
857,0
858,2
859,4
860,3
861,1
862,4
863,2
864,0
865,3
866,2
867,0
868,1
869,4
870,0
871,4
872,1
873,2
874,3
875,4
876,3
877,2
878,0
879,1
880,1
881,0
882,3
883,1
884,2
885,2
886,1
887,0
888,4
889,3
890,4
891,2
892,1
893,0
894,3
895,3
896,0
897,0
898,4
899,1
900,2
901,3
902,2
903,1
904,0
905,4
906,3
907,2
908,1
909,0
910,1
911,0
912,3
913,4
914,2
915,4
916,1
917,2
918,0
919,3
920,3
921,1
922,0
923,4
924,1
925,4
926,1
927,3
928,0
929,2
930,3
931,2
932,1
933,0
934,4
935,0
936,4
937,1
938,0
939,2
940,3
941,3
942,1
943,4
944,2
945,1
946,3
947,0
948,2
949,4
950,2
951,1
952,0
953,0
954,4
955,1
956,1
957,4
958,0
959,2
960,2
961,3
962,0
963,1
964,4
965,4
966,1
967,2
968,3
969,1
970,4
971,1
972,2
973,0
974,3
975,4
976,3
977,0
978,2
979,1
980,2
981,4
982,3
983,1
984,0
985,3
986,2
987,1
988,0
989,4
990,4
991,0
992,2
993,3
994,1
995,1
996,3
997,0
998,2
999,0
1000,3
1001,0
1002,4
1003,3
1004,1
1005,4
1006,0
1007,1
1008,3
1009,2
1010,0
1011,2
1012,3
1013,1
1014,4
1015,1
1016,4
1017,3
1018,0
1019,2
1020,2
1021,0
1022,4
1023,3
1024,1
1025,0
1026,2
1027,4
1028,1
1029,3
1030,2
1031,2
1032,3
1033,0
1034,4
1035,3
1036,4
1037,2
1038,1
1039,0
1040,3
1041,2
1042,0
1043,4
1044,4
1045,0
1046,1
1047,1
1048,2
1049,4
1050,0
1051,3
1052,4
1053,2
1054,4
1055,0
1056,1
1057,2
1058,3
1059,3
1060,4
1061,2
1062,1
1063,3
1064,0
1065,1
1066,2
1067,1
1068,3
1069,0
1070,4
1071,1
1072,3
1073,3
1074,0
1075,0
1076,4
1077,2
1078,3
1079,1
1080,3
1081,4
1082,2
1083,0
1084,1
1085,0
1086,4
1087,2
1088,1
1089,3
1090,4
1091,2
1092,3
1093,1
1094,0
1095,4
1096,1
1097,3
1098,0
1099,2
1100,0
1101,2
1102,1
1103,4
1104,3
1105,4
1106,0
1107,3
1108,2
1109,1
1110,3
1111,2
1112,4
1113,1
1114,0
1115,3
1116,0
1117,4
1118,1
1119,2
1120,1
1121,0
1122,2
1123,4
1124,3
1125,3
1126,2
1127,0
1128,1
1129,4
1130,4
1131,3
1132,0
1133,1
1134,2
1135,1
1136,3
1137,4
1138,2
1139,0
1140,0
1141,1
1142,4
1143,3
1144,2
1145,1
1146,3
1147,0
1148,2
1149,4
1150,2
1151,3
1152,1
1153,4
1154,0
1155,2
1156,3
1157,1
1158,0
1159,4
1160,3
1161,1
1162,2
1163,4
1164,0
1165,0
1166,4
1167,3
1168,2
1169,1
1170,4
1171,1
1172,0
1173,3
1174,2
1175,2
1176,4
1177,0
1178,3
1179,1
1180,4
1181,1
1182,2
1183,3
1184,0
1185,3
1186,0
1187,1
1188,2
1189,4
1190,0
1191,4
1192,3
1193,1
1194,2
1195,2
1196,4
1197,0
1198,1
1199,3
1200,4
1201,0
1202,0
1203,3
1204,1
1205,3
1206,4
1207,1
1208,0
1209,2
1210,2
1211,0
1212,4
1213,3
1214,1
1215,1
1216,4
1217,0
1218,2
1219,3
1220,3
1221,0
1222,1
1223,2
1224,4
1225,0
1226,3
1227,2
1228,4
1229,1
1230,1
1231,2
1232,3
1233,0
1234,1
1235,0
1236,2
1237,1
1238,3
1239,4
1240,1
1241,2
1242,3
1243,0
1244,4
1245,3
1246,4
1247,0
1248,1
1249,2
1250,3
1251,4
1252,4
1253,1
1254,0
1255,1
1256,2
1257,4
1258,0
1259,3
1260,3
1261,4
1262,2
1263,0
1264,1
1265,4
1266,3
1267,0
1268,1
1269,2
1270,4
1271,0
1272,2
1273,3
1274,1
1275,1
1276,0
1277,4
1278,2
1279,3
1280,4
1281,0
1282,3
1283,2
1284,1
1285,0
1286,3
1287,2
1288,4
1289,3
1290,3
1291,1
1292,2
1293,0
1294,4
1295,2
1296,4
1297,0
1298,1
1299,3
1300,1
1301,2
1302,0
1303,4
1304,3
1305,3
1306,2
1307,1
1308,4
1309,0
1310,4
1311,0
1312,1
1313,3
1314,2
1315,2
1316,0
1317,1
1318,3
1319,4
1320,1
1321,3
1322,2
1323,0
1324,4
1325,2
1326,4
1327,0
1328,3
1329,1
1330,3
1331,0
1332,1
1333,1
1334,2
1335,0
1336,3
1337,4
1338,1
1339,2
1340,3
1341,0
1342,1
1343,3
1344,2
1345,0
1346,4
1347,1
1348,2
1349,3
1350,3
1351,1
1352,4
1353,2
1354,0
1355,3
1356,1
1357,4
1358,2
1359,0
1360,3
1361,0
1362,2
1363,4
1364,1
1365,3
1366,0
1367,1
1368,4
1369,2
1370,4
1371,1
1372,2
1373,3
1374,0
1375,1
1376,2
1377,0
1378,3
1379,4
1380,3
1381,0
1382,1
1383,4
1384,2
1385,3
1386,0
1387,1
1388,4
1389,2
1390,0
1391,1
1392,4
1393,3
1394,2
1395,3
1396,1
1397,2
1398,0
1399,4
1400,0
1401,2
1402,1
1403,1
1404,3
1405,0
1406,0
1407,4
1408,3
1409,1
1410,3
1411,4
1412,0
1413,1
1414,2
1415,3
1416,4
1417,2
1418,0
1419,1
1420,4
1421,2
1422,0
1423,1
1424,3
1425,2
1426,1
1427,3
1428,0
1429,2
1430,0
1431,1
1432,4
1433,3
1434,2
1435,3
1436,1
1437,2
1438,3
1439,4
1440,3
1441,1
1442,2
1443,4
1444,0
1445,3
1446,1
1447,1
1448,4
1449,2
1450,3
1451,4
1452,0
1453,2
1454,1
1455,2
1456,4
1457,3
1458,1
1459,2
1460,3
1461,1
1462,4
1463,0
1464,2
1465,4
1466,3
1467,1
1468,0
1469,2
1470,1
1471,2
1472,3
1473,0
1474,4
1475,4
1476,0
1477,2
1478,3
1479,2
1480,3
1481,1
1482,2
1483,0
1484,4
1485,2
1486,1
1487,3
1488,4
1489,0
1490,1
1491,0
1492,2
1493,3
1494,4
1495,4
1496,2
1497,0
1498,1
1499,3
1500,2
1501,0
1502,1
1503,3
1504,4
1505,1
1506,2
1507,0
1508,3
1509,4
1510,4
1511,1
1512,2
1513,0
1514,3
1515,1
1516,0
1517,2
1518,3
1519,4
1520,3
1521,0
1522,4
1523,1
1524,2
1525,4
1526,2
1527,0
1528,1
1529,2
1530,2
1531,0
1532,4
1533,1
1534,4
1535,2
1536,3
1537,4
1538,1
1539,0
1540,1
1541,4
1542,0
1543,3
1544,2
1545,1
1546,0
1547,2
1548,3
1549,4
1550,4
1551,1
1552,2
1553,0
1554,3
1555,1
1556,1
1557,2
1558,0
1559,4
1560,0
1561,1
1562,2
1563,3
1564,4
1565,4
1566,2
1567,2
1568,1
1569,3
1570,2
1571,3
1572,2
1573,0
1574,1
1575,4
1576,1
1577,0
1578,2
1579,3
1580,1
1581,4
1582,2
1583,0
1584,3
1585,2
1586,1
1587,3
1588,0
1589,1
1590,4
1591,0
1592,1
1593,3
1594,2
1595,2
1596,3
1597,4
1598,0
1599,1
1600,2
1601,0
1602,2
1603,4
1604,1
1605,2
1606,4
1607,0
1608,1
1609,4
1610,1
1611,4
1612,3
1613,0
1614,2
1615,4
1616,0
1617,2
1618,1
1619,3
1620,2
1621,4
1622,1
1623,0
1624,3
1625,3
1626,1
1627,4
1628,0
1629,2
1630,4
1631,3
1632,2
1633,1
1634,0
1635,1
1636,4
1637,3
1638,0
1639,2
1640,2
1641,1
1642,4
1643,3
1644,0
1645,3
1646,1
1647,4
1648,0
1649,2
1650,3
1651,1
1652,2
1653,0
1654,4
1655,4
1656,0
1657,1
1658,3
1659,2
1660,4
1661,0
1662,1
1663,3
1664,2
1665,4
1666,2
1667,3
1668,1
1669,0
1670,2
1671,0
1672,4
1673,1
1674,3
1675,3
1676,2
1677,0
1678,4
1679,1
1680,2
1681,3
1682,4
1683,0
1684,1
1685,4
1686,0
1687,3
1688,1
1689,2
1690,0
1691,2
1692,3
1693,4
1694,1
1695,1
1696,2
1697,1
1698,4
1699,0
1700,2
1701,4
1702,3
1703,0
1704,1
1705,2
1706,0
1707,1
1708,3
1709,4
1710,4
1711,2
1712,3
1713,1
1714,0
1715,2
1716,1
1717,0
1718,3
1719,4
1720,2
1721,0
1722,4
1723,1
1724,3
1725,2
1726,1
1727,3
1728,4
1729,0
1730,4
1731,3
1732,2
1733,0
1734,1
1735,1
1736,4
1737,2
1738,3
1739,0
1740,2
1741,3
1742,4
1743,1
1744,0
1745,0
1746,2
1747,1
1748,3
1749,4
1750,2
1751,3
1752,4
1753,1
1754,0
1755,0
1756,1
1757,4
1758,3
1759,2
1760,3
1761,2
1762,0
1763,1
1764,4
1765,3
1766,2
1767,4
1768,0
1769,1
1770,3
1771,0
1772,2
1773,4
1774,0
1775,0
1776,3
1777,2
1778,4
1779,1
1780,3
1781,4
1782,1
1783,0
1784,2
1785,3
1786,1
1787,0
1788,2
1789,4
1790,3
1791,0
1792,4
1793,2
1794,1
1795,3
1796,1
1797,0
1798,4
1799,2
1800,4
1801,1
1802,0
1803,3
1804,2
1805,3
1806,0
1807,1
1808,2
1809,4
1810,4
1811,2
1812,3
1813,1
1814,3
1815,3
1816,0
1817,1
1818,4
1819,2
1820,3
1821,2
1822,4
1823,1
1824,0
1825,1
1826,3
1827,0
1828,4
1829,2
1830,0
1831,3
1832,4
1833,1
1834,2
1835,1
1836,3
1837,4
1838,2
1839,0
1840,3
1841,2
1842,4
1843,1
1844,0
1845,4
1846,3
1847,1
1848,2
1849,0
1850,0
1851,1
1852,2
1853,4
1854,3
1855,2
1856,4
1857,1
1858,0
1859,3
1860,3
1861,2
1862,1
1863,4
1864,0
1865,0
1866,4
1867,3
1868,1
1869,2
1870,2
1871,3
1872,1
1873,0
1874,4
1875,0
1876,0
1877,1
1878,4
1879,2
1880,0
1881,4
1882,3
1883,1
1884,3
1885,0
1886,4
1887,4
1888,3
1889,1
1890,4
1891,0
1892,1
1893,3
1894,2
1895,0
1896,1
1897,2
1898,3
1899,4
1900,1
1901,0
1902,4
1903,3
1904,2
1905,0
1906,3
1907,2
1908,1
1909,0
1910,4
1911,0
1912,2
1913,1
1914,3
1915,4
1916,0
1917,1
1918,3
1919,2
1920,2
1921,4
1922,1
1923,0
1924,3
1925,1
1926,3
1927,0
1928,2
1929,4
1930,2
1931,4
1932,0
1933,1
1934,1
1935,2
1936,3
1937,4
1938,0
1939,1
1940,2
1941,0
1942,1
1943,3
1944,4
1945,2
1946,1
1947,4
1948,3
1949,0
1950,4
1951,0
1952,2
1953,3
1954,1
1955,3
1956,4
1957,0
1958,1
1959,2
1960,3
1961,0
1962,1
1963,4
1964,2
1965,2
1966,1
1967,3
1968,0
1969,4
1970,2
1971,0
1972,4
1973,3
1974,0
1975,2
1976,0
1977,1
1978,4
1979,3
1980,0
1981,4
1982,2
1983,1
1984,3
1985,2
1986,3
1987,1
1988,0
1989,2
1990,2
1991,4
1992,0
1993,3
1994,1
1995,3
1996,4
1997,1
1998,4
1999,0
2000,4
2001,3
2002,1
2003,2
2004,0
2005,0
2006,4
2007,1
2008,2
2009,3
2010,3
2011,0
2012,1
2013,2
2014,4
2015,1
2016,4
2017,3
2018,0
2019,2
2020,3
2021,2
2022,0
2023,1
2024,4
2025,2
2026,4
2027,0
2028,1
2029,3
2030,0
2031,1
2032,2
2033,4
2034,4
2035,2
2036,3
2037,4
2038,1
2039,0
2040,2
2041,0
2042,4
2043,1
2044,3
2045,4
2046,0
2047,1
2048,3
2049,2
2050,2
2051,4
2052,1
2053,0
2054,3
2055,3
2056,0
2057,2
2058,4
2059,1
2060,4
2061,1
2062,4
2063,0
2064,2
2065,4
2066,1
2067,2
2068,0
2069,3
2070,2
2071,4
2072,3
2073,0
2074,1
2075,3
2076,0
2077,4
2078,2
2079,1
2080,4
2081,1
2082,2
2083,0
2084,3
2085,2
2086,4
2087,0
2088,1
2089,3
2090,2
2091,4
2092,0
2093,3
2094,1
2095,4
2096,4
2097,3
2098,1
2099,0
2100,2
2101,0
2102,4
2103,1
2104,3
2105,3
2106,1
2107,1
2108,3
2109,4
2110,1
2111,2
2112,0
2113,3
2114,4
2115,0
2116,4
2117,2
2118,1
2119,3
2120,3
2121,2
2122,4
2123,0
2124,1
2125,2
2126,4
2127,0
2128,3
2129,1
2130,0
2131,2
2132,4
2133,1
2134,3
2135,1
2136,3
2137,0
2138,2
2139,4
2140,0
2141,3
2142,0
2143,4
2144,2
2145,2
2146,0
2147,3
2148,1
2149,4
2150,2
2151,0
2152,1
2153,3
2154,4
2155,3
2156,1
2157,4
2158,2
2159,0
2160,0
2161,1
2162,4
2163,3
2164,2
2165,1
2166,3
2167,4
2168,2
2169,0
2170,2
2171,1
2172,0
2173,4
2174,3
2175,4
2176,1
2177,2
2178,0
2179,3
2180,1
2181,3
2182,0
2183,4
2184,0
2185,1
2186,4
2187,0
2188,2
2189,3
2190,4
2191,1
2192,3
2193,0
2194,2
2195,1
2196,3
2197,2
2198,4
2199,0
2200,2
2201,0
2202,1
2203,3
2204,4
2205,2
2206,0
2207,1
2208,3
2209,4
2210,2
2211,1
2212,4
2213,0
2214,3
2215,1
2216,2
2217,0
2218,4
2219,1
2220,0
2221,1
2222,2
2223,4
2224,4
2225,4
2226,2
2227,1
2228,0
2229,3
2230,3
2231,0
2232,4
2233,1
2234,2
2235,0
2236,2
2237,3
2238,1
2239,4
2240,0
2241,4
2242,4
2243,2
2244,3
2245,3
2246,1
2247,0
2248,2
2249,4
2250,1
2251,0
2252,4
2253,2
2254,3
2255,1
2256,4
2257,2
2258,0
2259,3
2260,2
2261,0
2262,4
2263,3
2264,1
2265,4
2266,2
2267,1
2268,3
2269,2
2270,2
2271,0
2272,4
2273,1
2274,1
2275,3
2276,0
2277,4
2278,1
2279,2
2280,1
2281,2
2282,4
2283,0
2284,3
2285,2
2286,0
2287,4
2288,3
2289,1
2290,4
2291,0
2292,2
2293,3
2294,1
2295,0
2296,3
2297,4
2298,1
2299,2
2300,1
2301,2
2302,3
2303,0
2304,4
2305,2
2306,4
2307,3
2308,0
2309,1
2310,4
2311,2
2312,0
2313,1
2314,3
2315,0
2316,4
2317,1
2318,2
2319,3
2320,0
2321,1
2322,1
2323,2
2324,3
2325,2
2326,4
2327,1
2328,3
2329,0
2330,3
2331,0
2332,1
2333,2
2334,4
2335,2
2336,3
2337,4
2338,0
2339,1
2340,2
2341,3
2342,4
2343,0
2344,1
2345,1
2346,2
2347,4
2348,0
2349,3
2350,1
2351,3
2352,2
2353,4
2354,0
2355,2
2356,1
2357,3
2358,0
2359,4
2360,1
2361,0
2362,2
2363,4
2364,3
2365,3
2366,0
2367,4
2368,2
2369,1
2370,4
2371,3
2372,0
2373,2
2374,1
2375,4
2376,3
2377,0
2378,1
2379,2
2380,2
2381,4
2382,0
2383,1
2384,3
2385,0
2386,3
2387,4
2388,2
2389,1
2390,3
2391,0
2392,4
2393,3
2394,2
2395,4
2396,0
2397,3
2398,1
2399,2
2400,3
2401,4
2402,2
2403,1
2404,1
2405,2
2406,1
2407,0
2408,3
2409,4
2410,4
2411,2
2412,1
2413,0
2414,3
2415,4
2416,3
2417,1
2418,2
2419,0
2420,3
2421,1
2422,4
2423,0
2424,2
2425,3
2426,2
2427,4
2428,1
2429,0
2430,1
2431,4
2432,3
2433,2
2434,0
2435,4
2436,3
2437,1
2438,0
2439,2
2440,2
2441,3
2442,4
2443,1
2444,0
2445,3
2446,1
2447,4
2448,2
2449,0
2450,4
2451,4
2452,1
2453,0
2454,3
2455,1
2456,4
2457,2
2458,3
2459,0
2460,1
2461,4
2462,0
2463,2
2464,3
2465,2
2466,3
2467,4
2468,0
2469,1
2470,1
2471,2
2472,3
2473,0
2474,4
2475,3
2476,4
2477,0
2478,1
2479,2
2480,0
2481,1
2482,3
2483,4
2484,2
2485,0
2486,4
2487,1
2488,4
2489,2
2490,4
2491,1
2492,3
2493,1
2494,2
2495,0
2496,3
2497,2
2498,1
2499,4
2500,1
2501,3
2502,4
2503,2
2504,0
2505,1
2506,2
2507,0
2508,3
2509,4
2510,4
2511,3
2512,0
2513,2
2514,1
2515,0
2516,1
2517,3
2518,4
2519,3
2520,3
2521,0
2522,1
2523,2
2524,4
2525,2
2526,1
2527,3
2528,0
2529,4
2530,3
2531,2
2532,1
2533,0
2534,4
2535,0
2536,3
2537,1
2538,2
2539,4
2540,2
2541,4
2542,3
2543,1
2544,0
2545,1
2546,4
2547,2
2548,0
2549,3
2550,1
2551,2
2552,0
2553,3
2554,4
2555,0
2556,4
2557,4
2558,3
2559,1
2560,4
2561,2
2562,0
2563,3
2564,1
2565,2
2566,3
2567,0
2568,1
2569,4
2570,3
2571,2
2572,1
2573,4
2574,0
2575,2
2576,2
2577,0
2578,1
2579,4
2580,0
2581,2
2582,3
2583,4
2584,1
2585,3
2586,2
2587,1
2588,4
2589,0
2590,4
2591,2
2592,1
2593,3
2594,0
2595,3
2596,4
2597,2
2598,1
2599,0
2600,1
2601,2
2602,3
2603,4
2604,0
2605,4
2606,2
2607,3
2608,0
2609,1
2610,1
2611,2
2612,0
2613,4
2614,1
2615,0
2616,1
2617,3
2618,2
2619,4
2620,4
2621,1
2622,3
2623,0
2624,2
2625,2
2626,1
2627,3
2628,4
2629,1
2630,0
2631,3
2632,0
2633,1
2634,4
2635,3
2636,2
2637,4
2638,0
2639,1
2640,1
2641,0
2642,1
2643,4
2644,2
2645,1
2646,2
2647,3
2648,3
2649,3
2650,4
2651,1
2652,2
2653,0
2654,3
2655,3
2656,2
2657,3
2658,0
2659,4
2660,2
2661,4
2662,1
2663,3
2664,0
2665,2
2666,3
2667,2
2668,1
2669,4
2670,3
2671,2
2672,4
2673,0
2674,1
2675,4
2676,0
2677,1
2678,3
2679,2
2680,1
2681,4
2682,2
2683,3
2684,0
2685,0
2686,2
2687,4
2688,3
2689,1
2690,4
2691,0
2692,2
2693,3
2694,1
2695,3
2696,2
2697,1
2698,0
2699,4
2700,2
2701,3
2702,1
2703,4
2704,0
2705,4
2706,3
2707,1
2708,0
2709,3
2710,2
2711,4
2712,1
2713,0
2714,3
2715,3
2716,4
2717,2
2718,1
2719,0
2720,4
2721,0
2722,3
2723,1
2724,2
2725,1
2726,3
2727,0
2728,2
2729,4
2730,4
2731,0
2732,3
2733,2
2734,1
2735,0
2736,4
2737,2
2738,1
2739,3
2740,0
2741,4
2742,3
2743,2
2744,1
2745,2
2746,2
2747,4
2748,1
2749,0
2750,3
2751,2
2752,4
2753,0
2754,1
2755,3
2756,4
2757,1
2758,2
2759,0
2760,1
2761,2
2762,0
2763,3
2764,4
2765,4
2766,2
2767,1
2768,3
2769,3
2770,4
2771,1
2772,3
2773,2
2774,0
2775,1
2776,3
2777,4
2778,0
2779,2
2780,2
2781,1
2782,4
2783,3
2784,0
2785,4
2786,1
2787,0
2788,4
2789,3
2790,4
2791,2
2792,3
2793,0
2794,1
2795,1
2796,3
2797,2
2798,0
2799,4
2800,4
2801,0
2802,2
2803,3
2804,1
2805,1
2806,2
2807,0
2808,4
2809,4
2810,4
2811,1
2812,0
2813,3
2814,2
2815,1
2816,0
2817,2
2818,1
2819,4
2820,3
2821,4
2822,0
2823,1
2824,4
2825,2
2826,0
2827,3
2828,4
2829,1
2830,2
2831,4
2832,3
2833,0
2834,1
2835,4
2836,1
2837,3
2838,2
2839,0
2840,2
2841,0
2842,1
2843,4
2844,3
2845,4
2846,0
2847,1
2848,3
2849,2
2850,2
2851,4
2852,1
2853,0
2854,3
2855,1
2856,3
2857,2
2858,4
2859,0
2860,3
2861,4
2862,0
2863,1
2864,2
2865,0
2866,4
2867,3
2868,1
2869,2
2870,2
2871,1
2872,4
2873,0
2874,3
2875,1
2876,3
2877,4
2878,0
2879,2
2880,3
2881,0
2882,2
2883,2
2884,1
2885,1
2886,0
2887,3
2888,2
2889,4
2890,1
2891,3
2892,4
2893,0
2894,2
2895,3
2896,1
2897,0
2898,2
2899,4
2900,0
2901,4
2902,3
2903,4
2904,1
2905,1
2906,4
2907,2
2908,0
2909,3
2910,0
2911,3
2912,1
2913,4
2914,2
2915,1
2916,2
2917,0
2918,3
2919,4
2920,2
2921,3
2922,1
2923,4
2924,0
2925,3
2926,0
2927,1
2928,2
2929,0
2930,3
2931,0
2932,1
2933,4
2934,2
2935,4
2936,1
2937,0
2938,3
2939,2
2940,2
2941,1
2942,3
2943,0
2944,4
2945,2
2946,3
2947,0
2948,1
2949,4
2950,4
2951,1
2952,0
2953,3
2954,2
2955,0
2956,4
2957,3
2958,1
2959,2
2960,0
2961,1
2962,4
2963,3
2964,0
2965,4
2966,0
2967,2
2968,1
2969,2
2970,4
2971,0
2972,1
2973,3
2974,2
2975,0
2976,2
2977,1
2978,4
2979,3
2980,3
2981,4
2982,1
2983,2
2984,0
2985,1
2986,0
2987,0
2988,2
2989,3
2990,0
2991,3
2992,2
2993,4
2994,1
2995,2
2996,3
2997,1
