id,class
2326,4
2327,1
2328,3
2329,0
2330,3
2331,0
2332,1
2333,2
2334,4
2335,2
2336,3
2337,0
2338,0
2339,1
2340,2
2341,3
2342,1
2343,0
2344,1
2345,1
2346,2
2347,4
2348,0
2349,3
2350,1
2351,3
2352,2
2353,4
2354,0
2355,2
2356,1
2357,3
2358,0
2359,4
2360,3
2361,0
2362,2
2363,4
2364,3
2365,1
2366,0
2367,4
2368,2
2369,1
2370,4
2371,4
2372,4
2373,1
2374,2
2375,4
2376,2
2377,0
2378,1
2379,0
2380,2
2381,4
2382,0
2383,1
2384,3
2385,0
2386,3
2387,4
2388,4
2389,1
2390,4
2391,0
2392,4
2393,3
2394,2
2395,4
2396,2
2397,3
2398,1
2399,2
2400,3
2401,4
2402,0
2403,1
2404,4
2405,2
2406,1
2407,0
2408,3
2409,4
2410,4
2411,2
2412,1
2413,0
2414,3
2415,4
2416,3
2417,1
2418,3
2419,0
2420,3
2421,3
2422,4
2423,0
2424,2
2425,3
2426,2
2427,4
2428,1
2429,0
2430,1
2431,4
2432,3
2433,2
2434,0
2435,4
2436,4
2437,1
2438,0
2439,1
2440,2
2441,3
2442,4
2443,1
2444,0
2445,3
2446,1
2447,4
2448,2
2449,2
2450,1
2451,3
2452,3
2453,0
2454,2
2455,1
2456,4
2457,2
2458,3
2459,0
2460,1
2461,4
2462,0
2463,2
2464,3
2465,1
2466,3
2467,4
2468,0
2469,1
2470,0
2471,2
2472,3
2473,0
2474,4
2475,3
2476,0
2477,0
2478,1
2479,2
2480,0
2481,1
2482,3
2483,4
2484,2
2485,0
2486,4
2487,1
2488,0
2489,0
2490,4
2491,0
2492,3
2493,0
2494,4
2495,0
2496,0
2497,2
2498,1
2499,4
2500,1
2501,2
2502,4
2503,2
2504,1
2505,1
2506,2
2507,0
2508,3
2509,1
2510,4
2511,3
2512,0
2513,3
2514,1
2515,0
2516,1
2517,2
2518,4
2519,3
2520,1
2521,0
2522,1
2523,2
2524,4
2525,0
2526,1
2527,3
2528,0
2529,2
2530,3
2531,2
2532,1
2533,0
2534,4
2535,4
2536,3
2537,1
2538,0
2539,1
2540,0
2541,2
2542,3
2543,1
2544,0
2545,1
2546,4
2547,2
2548,4
2549,3
2550,1
2551,2
2552,3
2553,3
2554,4
2555,0
2556,4
2557,4
2558,3
2559,1
2560,4
2561,2
2562,0
2563,3
2564,1
2565,2
2566,3
2567,0
2568,1
2569,4
2570,3
2571,3
2572,1
2573,0
2574,0
2575,3
2576,2
2577,0
2578,1
2579,4
2580,4
2581,2
2582,3
2583,4
2584,1
2585,3
2586,2
2587,1
2588,4
2589,0
2590,4
2591,4
2592,1
2593,3
2594,0
2595,3
2596,1
2597,2
2598,1
2599,2
2600,1
2601,3
2602,4
2603,4
2604,0
2605,4
2606,2
2607,3
2608,0
2609,0
2610,0
2611,0
2612,1
2613,1
2614,4
2615,0
2616,1
2617,2
2618,2
2619,4
2620,4
2621,1
2622,3
2623,0
2624,2
2625,2
2626,1
2627,3
2628,4
2629,0
2630,2
2631,3
2632,0
2633,1
2634,4
2635,3
2636,2
2637,4
2638,0
2639,1
2640,1
2641,0
2642,1
2643,4
2644,4
2645,1
2646,2
2647,3
2648,3
2649,3
2650,4
2651,1
2652,2
2653,3
2654,3
2655,1
2656,2
2657,3
2658,0
2659,4
2660,2
2661,4
2662,1
2663,3
2664,0
2665,0
2666,3
2667,2
2668,1
2669,4
2670,1
2671,2
2672,0
2673,0
2674,2
2675,0
2676,0
2677,1
2678,3
2679,2
2680,1
2681,4
2682,2
2683,3
2684,0
2685,0
2686,2
2687,4
2688,3
2689,1
2690,2
2691,0
2692,2
2693,3
2694,1
2695,3
2696,2
2697,2
2698,0
2699,4
2700,2
2701,3
2702,1
2703,4
2704,0
2705,4
2706,3
2707,1
2708,0
2709,1
2710,2
2711,4
2712,1
2713,0
2714,3
2715,3
2716,4
2717,0
2718,2
2719,2
2720,4
2721,0
2722,3
2723,1
2724,0
2725,1
2726,3
2727,0
2728,2
2729,2
2730,4
2731,0
2732,3
2733,2
2734,1
2735,0
2736,4
2737,2
2738,1
2739,3
2740,0
2741,4
2742,3
2743,2
2744,1
2745,2
2746,2
2747,4
2748,0
2749,0
2750,3
2751,2
2752,4
2753,0
2754,1
2755,3
2756,3
2757,1
2758,2
2759,0
2760,1
2761,2
2762,0
2763,3
2764,4
2765,4
2766,2
2767,1
2768,0
2769,3
2770,2
2771,0
2772,3
2773,2
2774,0
2775,1
2776,3
2777,4
2778,0
2779,2
2780,2
2781,1
2782,4
2783,3
2784,0
2785,0
2786,1
2787,0
2788,4
2789,2
2790,4
2791,2
2792,0
2793,0
2794,1
2795,1
2796,3
2797,2
2798,0
2799,4
2800,4
2801,0
2802,2
2803,3
2804,1
2805,1
2806,1
2807,0
2808,3
2809,4
2810,4
2811,0
2812,0
2813,3
2814,2
2815,1
2816,0
2817,2
2818,3
2819,4
2820,3
2821,1
2822,0
2823,2
2824,4
2825,2
2826,3
2827,3
2828,3
2829,1
2830,2
2831,4
2832,3
2833,0
2834,1
2835,2
2836,1
2837,3
2838,2
2839,0
2840,2
2841,0
2842,1
2843,4
2844,3
2845,4
2846,0
2847,1
2848,3
2849,2
2850,2
2851,1
2852,4
2853,0
2854,3
2855,1
2856,3
2857,2
2858,4
2859,0
2860,3
2861,1
2862,0
2863,3
2864,4
2865,0
2866,4
2867,3
2868,1
2869,1
2870,2
2871,1
2872,4
2873,0
2874,3
2875,1
2876,3
2877,4
2878,0
2879,2
2880,3
2881,0
2882,1
2883,1
2884,0
2885,0
2886,0
2887,3
2888,2
2889,4
2890,1
2891,3
2892,4
2893,0
2894,0
2895,3
2896,1
2897,0
2898,2
2899,4
2900,0
2901,4
2902,4
2903,4
2904,1
2905,2
2906,4
2907,2
2908,0
2909,3
2910,0
2911,3
2912,4
2913,4
2914,2
2915,1
2916,2
2917,0
2918,3
2919,4
2920,2
2921,3
2922,1
2923,4
2924,0
2925,3
2926,0
2927,1
2928,0
2929,0
2930,3
2931,0
2932,1
2933,4
2934,2
2935,4
2936,1
2937,0
2938,3
2939,3
2940,1
2941,1
2942,3
2943,0
2944,4
2945,2
2946,3
2947,0
2948,1
2949,4
2950,4
2951,1
2952,0
2953,3
2954,2
2955,0
2956,4
2957,3
2958,2
2959,2
2960,4
2961,1
2962,4
2963,3
2964,0
2965,4
2966,0
2967,3
2968,2
2969,2
2970,4
2971,0
2972,1
2973,3
2974,2
2975,0
2976,2
2977,1
2978,4
2979,3
2980,3
2981,2
2982,3
2983,2
2984,0
2985,2
2986,0
2987,0
2988,1
2989,3
2990,0
2991,3
2992,2
2993,4
2994,1
2995,2
2996,3
2997,1
