ID,score
313,62.107384
314,49.34935
315,57.665497
316,71.309105
317,63.997967
318,69.36947
319,56.213577
320,67.53704
321,69.79259
322,74.95663
323,57.458054
324,80.52649
325,71.77961
326,62.51347
327,65.78566
328,64.67094
329,70.86088
330,88.01407
331,65.622215
332,54.607872
333,52.414867
334,66.02783
335,76.70611
336,41.33224
337,48.485603
338,58.11909
339,59.651875
340,79.5766
341,71.48673
342,63.541027
343,70.55511
344,44.30868
345,55.527515
346,53.125057
347,38.466812
348,57.481693
349,69.38933
350,67.60873
351,72.035736
352,46.910873
353,58.45561
354,43.006306
355,57.51274
356,64.88408
357,62.06612
358,42.860138
359,70.18678
360,81.54725
361,71.30138
362,58.18798
363,58.126637
364,71.36873
365,80.36848
366,68.94684
367,69.253815
368,64.10114
369,69.46255
370,72.734146
371,61.11833
372,68.67455
373,67.15827
374,60.583775
375,67.53706
376,54.35268
377,59.03856
378,71.224106
379,72.19663
380,64.38039
381,46.253166
382,53.567924
383,75.138275
384,71.78586
385,72.32113
386,68.04108
387,87.73861
388,73.28189
389,47.073517
390,63.515343
391,70.71098
392,81.23237
393,76.92633
394,74.748184
395,54.010384
396,56.15698
397,65.556786
398,62.575043
399,57.846653
400,65.699455
401,59.54092
402,66.87527
403,55.50779
404,79.75495
405,52.005215
406,76.56925
407,81.26976
408,54.669262
409,46.007442
410,70.05799
411,57.677486
412,48.272503
413,39.690437
414,67.35684
415,42.232346
416,62.45947
417,42.498203
418,69.92877
419,71.13739
420,68.07849
421,68.85325
422,55.25929
423,72.55366
424,56.760086
425,58.849277
426,80.26173
427,58.41612
428,77.96215
429,82.679085
430,51.660854
431,37.894436
432,69.66741
433,62.570576
434,44.681026
435,55.741745
436,74.672
437,74.73791
438,78.84704
439,52.047295
440,48.433292
441,72.76214
442,87.73356
443,65.94397
444,52.412994
445,51.75901
446,82.197876
447,68.448006
448,69.943985
449,70.27143
450,58.24338
451,45.74072
452,81.67818
453,56.575317
454,57.6824
455,60.34276
456,58.115448
457,78.20523
458,80.109085
459,74.32604
460,69.06156
461,53.823193
462,50.509193
463,59.844303
464,69.49157
465,67.11049
466,62.056046
467,62.33615
468,39.000973
469,56.16824
470,61.33031
471,61.0354
472,79.23639
473,87.78002
474,52.292843
475,66.61875
476,82.52182
477,69.15889
478,55.510845
479,51.975727
480,66.78838
481,71.65828
482,58.596836
483,54.56476
484,84.73347
485,53.99935
486,55.11768
487,70.04568
488,36.97418
489,58.990562
490,59.846207
491,71.0227
492,68.70673
493,64.32372
494,76.35688
495,59.101467
496,83.63123
497,60.400383
498,47.546585
499,42.58091
500,63.51595
501,73.61387
502,54.589573
503,53.97411
504,39.106773
505,73.92129
506,83.20876
507,66.0856
508,53.684036
509,60.68832
510,67.50333
511,69.72048
512,73.755844
513,58.756714
514,58.210236
515,64.75947
516,75.17449
517,64.731514
518,58.433765
519,74.8668
520,68.62066
521,69.684944
522,75.607666
523,53.233665
524,53.824715
525,69.16176
526,50.49574
527,34.2419
528,64.68762
529,84.86562
530,82.0531
531,71.97059
532,56.377792
533,63.50296
534,89.80236
535,66.07766
536,70.24562
537,61.414516
538,80.91434
539,76.625305
540,57.14585
541,69.83368
542,70.66933
543,46.842537
544,73.33459
545,45.600185
546,48.53959
547,56.310184
548,68.82689
549,60.988228
550,81.95237
551,49.148216
552,53.41861
553,54.842613
554,56.535927
555,45.18559
556,58.59579
557,40.805058
558,62.575054
559,46.07203
560,71.19335
561,61.937096
562,52.78733
563,59.184834
564,65.857925
565,53.203526
566,63.958733
567,53.34141
568,72.33668
569,71.6331
570,63.960384
571,65.326195
572,67.52109
573,90.43886
574,61.81569
575,71.252785
576,53.6734
577,58.858433
578,58.61667
579,61.630966
580,81.20428
581,56.465965
582,61.93443
583,45.749825
584,73.26978
585,56.19615
586,48.60841
587,52.042732
588,68.14008
589,56.16034
590,58.5535
591,51.313225
592,46.3875
593,71.627815
594,60.04589
595,72.47329
596,57.97974
597,72.0221
598,83.59822
599,78.559135
600,69.052055
601,41.51316
602,47.372063
603,71.04874
604,80.25654
605,48.273888
606,59.15429
607,45.335827
608,54.639317
609,53.91901
610,70.43936
611,57.379322
612,63.7315
613,76.19521
614,65.693214
615,52.382412
616,52.01276
617,78.62195
618,62.998936
619,74.78741
620,65.79742
621,80.880035
622,46.52537
623,48.738304
624,69.32094
625,61.811417
626,60.579758
627,61.346287
628,80.10875
629,56.371582
630,65.67673
631,63.840786
632,65.84785
633,48.609497
634,63.800236
635,66.4553
636,81.18529
637,46.665634
638,67.94688
639,66.92633
640,57.777245
641,65.56352
642,47.244137
643,42.27138
644,58.290108
645,42.6986
646,80.66183
647,58.520794
648,74.66407
649,74.85483
650,51.172977
651,81.38749
652,66.19086
653,74.4114
654,61.723843
655,89.855225
656,70.910065
657,49.03129
658,44.947514
659,78.606155
660,55.600662
661,60.967
662,60.556087
663,67.18256
664,48.33294
665,75.059074
666,61.195484
667,54.763016
668,65.0405
669,78.068794
670,78.805176
671,60.667583
672,80.10376
673,61.871864
674,67.39235
675,65.805504
676,88.04387
677,65.19891
678,70.36861
679,76.33448
680,54.90391
681,77.62163
682,53.09041
683,40.443268
684,49.58976
685,59.118454
686,97.95898
687,64.64715
688,53.893433
689,75.24159
690,51.487335
691,55.438663
692,58.95099
693,73.70328
694,72.8925
695,72.58322
696,63.93207
697,45.386486
698,54.19774
699,49.729794
700,59.012962
701,52.020016
702,61.873722
703,57.040928
704,54.216
705,84.73474
706,87.40365
707,74.55546
708,55.516964
709,64.35083
710,42.955166
711,42.302296
712,60.57183
713,72.64468
714,67.6998
715,66.07028
716,74.19011
717,48.754967
718,56.826004
719,58.132423
720,54.623158
721,75.54835
722,62.135014
723,55.73144
724,53.556206
725,60.707806
726,62.21805
727,74.37888
728,65.459076
729,63.56509
730,44.297535
731,53.623276
732,82.46795
733,62.437874
734,59.369896
735,45.86469
736,63.32606
737,46.57894
738,77.9309
739,77.03539
740,76.82473
741,70.75943
742,87.111046
743,75.76679
744,50.398014
745,63.63374
746,58.405277
747,45.592438
748,71.238464
749,64.01992
750,73.76019
751,79.07839
752,84.35919
753,47.723866
754,65.47827
755,57.180878
756,50.121494
757,67.66783
758,61.59207
759,48.49398
760,73.05453
761,69.47711
762,64.71479
763,64.324036
764,34.701126
765,75.78675
766,65.727844
767,70.671295
768,52.20134
769,89.93376
770,74.25917
771,86.426834
772,79.75232
773,62.689987
774,53.55203
775,54.170296
776,62.055183
777,61.51342
778,55.44122
779,50.058247
780,57.119354
781,55.696156
782,56.691345
783,68.77776
784,58.677067
785,62.004898
786,74.00998
787,66.17706
788,52.653553
789,58.67083
790,65.44126
791,45.37083
792,77.52098
793,54.63372
794,54.219784
795,65.58062
796,71.38228
797,57.547714
798,66.58936
799,49.511517
800,56.102444
801,62.190235
802,66.52288
803,75.8453
804,45.84111
805,71.297714
806,56.17853
807,74.532166
808,75.400116
809,60.212814
810,96.65808
811,70.24913
812,73.53519
813,62.93684
814,59.06293
815,67.95434
816,89.69378
817,70.2346
818,68.18289
819,48.426495
820,70.81192
821,63.72875
822,65.96363
823,79.9337
824,70.03926
825,58.32192
826,50.685383
827,44.935017
828,82.760284
829,77.58524
830,58.48242
831,63.91723
832,76.5039
833,60.692245
834,90.449196
835,65.91513
836,71.784744
837,53.121277
838,50.303417
839,49.55598
840,44.081825
841,64.39821
842,52.88031
843,69.30473
844,85.946365
845,34.313934
846,58.243248
847,59.18906
848,85.28451
849,50.691944
850,76.483215
851,48.65973
852,68.342384
853,74.87749
854,55.845596
855,65.642715
856,72.38738
857,51.505985
858,70.314354
859,66.26799
860,63.354584
861,48.907818
862,55.05382
863,55.715336
864,45.446304
865,78.58177
866,44.137394
867,64.650536
868,81.451965
869,59.151665
870,74.12271
871,58.825375
872,59.41884
873,63.580498
874,56.986202
875,43.057953
876,58.16362
877,90.8386
878,76.09414
879,67.8382
880,76.57945
881,75.80455
882,58.467384
883,60.692097
884,61.833984
885,63.613693
886,84.2536
887,89.93367
888,82.966194
889,61.35101
890,56.73295
891,47.71992
892,86.072235
893,76.110016
894,48.930008
895,57.78321
896,48.563145
897,54.21429
898,70.04173
899,60.602425
900,68.56128
901,45.014515
902,78.04854
903,45.080753
904,52.984665
905,68.94496
906,67.362175
907,56.895824
908,60.02573
909,66.94393
910,58.67259
911,45.725628
912,75.59531
913,100.67898
914,63.54004
915,72.89185
916,47.734425
917,74.42615
918,64.716705
919,38.45077
920,52.608383
921,70.12615
922,64.68499
923,65.84507
924,49.637577
925,69.32121
926,53.26646
927,45.917976
928,44.660183
929,59.022972
930,73.56225
931,58.66421
932,61.834526
933,60.98999
934,47.247627
935,71.35051
936,59.64717
937,79.511444
938,50.359005
939,46.545555
940,67.7361
941,56.485287
942,57.002285
943,51.96432
944,57.781567
945,45.770428
946,70.63057
947,74.19605
948,53.137165
949,64.987495
950,60.716946
951,74.22489
952,78.864265
953,56.83499
954,66.04878
955,60.501423
956,92.568985
957,55.250267
958,59.65088
959,60.795918
960,80.473404
961,47.704567
962,51.843563
963,70.61846
964,77.70828
965,53.43076
966,57.26214
967,60.80348
968,71.02292
969,61.71416
970,68.587776
971,62.160927
972,77.546364
973,58.634922
974,67.82562
975,79.92645
976,80.06207
977,52.314354
978,69.900375
979,65.831795
980,72.48201
981,50.245655
982,62.495243
983,67.0607
984,62.841476
985,75.12832
986,67.4131
987,51.391098
988,49.25253
989,71.65908
990,66.64207
991,70.1394
992,52.96108
993,69.99665
994,58.977703
995,54.785133
996,59.696156
997,53.5491
998,48.70009
999,73.7482
1000,58.578552
1001,58.22885
1002,49.548756
1003,54.891018
1004,76.12663
1005,83.528534
1006,79.24756
1007,87.459435
1008,39.278343
1009,60.10366
1010,78.8235
1011,60.461903
1012,48.135616
1013,71.439575
1014,58.315525
1015,76.59553
1016,88.02983
1017,61.343555
1018,79.061646
1019,55.704388
1020,71.78087
1021,62.985947
1022,47.27566
1023,67.466835
1024,64.60591
1025,50.108166
1026,53.480907
1027,67.476
1028,56.514095
1029,55.02535
1030,75.56789
1031,72.953575
1032,63.413284
1033,63.131798
1034,67.541504
1035,45.275684
1036,68.46243
1037,73.23991
1038,63.535156
1039,68.901955
1040,63.460552
1041,58.72177
1042,69.09921
1043,52.385983
1044,66.148476
1045,83.801056
1046,54.508858
1047,66.46046
1048,78.49743
1049,38.86104
1050,67.88907
1051,60.36382
1052,81.84535
1053,64.26875
1054,57.10461
1055,100.13915
1056,73.87038
1057,54.384254
1058,46.678177
1059,73.927864
1060,69.388275
1061,59.684647
1062,55.15718
1063,48.213448
1064,56.319725
1065,59.225685
1066,80.737114
1067,74.756065
1068,61.458385
1069,38.218967
1070,63.79955
1071,56.818882
1072,78.99459
1073,58.348095
1074,72.8697
1075,65.6023
1076,60.594597
1077,61.994934
1078,61.8979
1079,75.29744
1080,64.26305
1081,88.235405
1082,58.95324
1083,52.938663
1084,53.78792
1085,69.13664
1086,69.03779
1087,41.31463
1088,52.001896
1089,73.80948
1090,56.766068
1091,51.65502
1092,75.93174
1093,64.77046
1094,60.93954
1095,59.97972
1096,47.147972
1097,53.72181
1098,56.462784
1099,90.071106
1100,98.376526
1101,74.88137
1102,71.10249
1103,57.247734
1104,59.87108
1105,62.10481
1106,53.370876
1107,66.837006
1108,63.70393
1109,66.23017
1110,64.8271
1111,65.4441
1112,81.6425
1113,88.98248
1114,39.850475
1115,56.381313
1116,66.665016
1117,68.51737
1118,54.936844
1119,48.29882
1120,70.0477
1121,77.1663
1122,75.52913
1123,69.12171
1124,48.818485
1125,55.05642
1126,68.40546
1127,71.9919
1128,77.920204
1129,62.1352
1130,55.248257
1131,82.78746
1132,81.16542
1133,63.837578
1134,62.171387
1135,56.268364
1136,65.5996
1137,64.21056
1138,65.22391
1139,88.341705
1140,54.868977
1141,83.22739
1142,54.681206
1143,52.686512
1144,63.723454
1145,79.12348
1146,52.42413
1147,60.9933
1148,70.40696
1149,71.57498
1150,59.413975
1151,55.06826
1152,59.709454
1153,58.77202
1154,53.25824
1155,67.27723
1156,61.788174
1157,50.234108
1158,58.672707
1159,44.038086
1160,69.24973
1161,51.17837
1162,44.296925
1163,46.241943
1164,51.69408
1165,67.22147
1166,60.43739
1167,67.601204
1168,51.972885
1169,67.758064
1170,67.30668
1171,73.182396
1172,66.34839
1173,64.67282
1174,45.284393
1175,71.09678
1176,69.344345
1177,83.61999
1178,65.52646
1179,61.08075
1180,54.88579
1181,44.624416
1182,73.06348
1183,53.63723
1184,50.918297
1185,62.53281
1186,70.3398
1187,74.771126
1188,62.647186
1189,61.08527
1190,58.55336
1191,79.23195
1192,37.93866
1193,56.91331
1194,80.882416
1195,61.297188
1196,58.805126
1197,57.179398
1198,45.931732
1199,61.361935
1200,63.637356
1201,62.931942
1202,75.01798
1203,52.037025
1204,45.939095
1205,41.79225
1206,75.35178
1207,60.572464
1208,60.04654
1209,69.13208
1210,74.297966
1211,75.48458
1212,80.11092
1213,53.96985
1214,61.75495
1215,58.659267
1216,58.044487
1217,65.156
1218,77.153824
1219,62.752712
1220,84.71872
1221,72.355705
1222,68.70766
1223,69.65198
1224,76.797195
1225,60.438087
1226,62.190987
1227,76.14719
1228,77.29938
1229,74.65918
1230,77.56732
1231,56.958992
1232,78.540276
1233,69.32568
1234,58.27958
1235,82.20481
1236,51.08581
1237,72.87231
1238,64.92798
1239,67.18516
1240,81.566574
1241,78.74005
1242,58.338093
1243,60.874496
1244,79.44807
1245,84.73322
1246,71.55843
1247,45.264458
1248,80.396416
1249,54.22808
1250,48.39421
1251,61.464622
1252,51.97703
1253,54.996426
1254,54.757313
1255,60.97302
1256,71.218544
1257,62.660194
1258,63.703262
1259,69.24829
1260,62.404316
1261,54.434612
1262,40.17695
1263,61.094067
1264,69.800415
1265,49.344322
1266,41.682186
1267,60.99926
1268,60.613766
1269,61.80991
1270,54.029488
1271,68.47634
1272,66.35744
1273,72.4485
1274,55.764236
1275,55.324856
1276,52.24357
1277,59.90523
1278,79.403366
1279,81.87455
1280,67.47191
1281,57.422977
1282,66.95674
1283,57.5471
1284,64.75357
1285,71.697784
1286,50.653748
1287,67.205536
1288,56.398994
1289,68.776276
1290,51.818996
1291,61.69959
1292,68.763504
1293,47.355812
1294,65.512794
1295,42.77706
1296,82.44209
1297,54.150204
1298,58.119675
1299,59.036335
1300,54.042774
1301,88.249695
1302,71.88061
1303,70.616
1304,65.78779
1305,37.73556
1306,64.70686
1307,67.04793
1308,83.58753
1309,53.693863
1310,42.323837
1311,96.49574
1312,77.113655
1313,53.18121
1314,66.477356
1315,45.745064
1316,63.508778
1317,70.66834
1318,79.530205
1319,78.625565
1320,52.47226
1321,67.32537
1322,54.295975
1323,53.966396
1324,77.210526
1325,54.851383
1326,54.082214
1327,59.691048
1328,64.71279
1329,76.486984
1330,82.60412
1331,65.94458
1332,85.60437
1333,78.01938
1334,59.519608
1335,60.14118
1336,52.633152
1337,53.897816
1338,63.199467
1339,46.3906
1340,73.25538
1341,51.623226
1342,84.46705
1343,71.72273
1344,74.01408
1345,84.15064
1346,59.110764
1347,53.380352
1348,42.30861
1349,70.48175
1350,70.39825
1351,59.326794
1352,83.299
1353,55.196144
1354,77.267746
1355,71.64834
1356,79.57111
1357,72.327995
1358,57.019077
1359,35.31426
1360,64.01164
1361,47.32736
1362,53.265347
1363,55.947853
1364,59.106964
1365,77.745186
1366,67.64414
1367,89.37699
1368,61.094593
1369,61.98942
1370,82.22696
1371,81.11802
1372,73.55973
1373,75.22367
1374,72.57076
1375,58.144623
1376,67.42822
1377,71.16549
1378,66.822044
1379,33.885326
1380,68.90695
1381,71.76102
1382,62.914516
1383,77.430756
1384,66.200966
1385,56.84593
1386,57.490585
1387,69.69324
1388,73.2326
1389,50.083996
1390,72.21304
1391,57.044334
1392,59.38192
1393,51.580585
1394,59.191685
1395,65.135704
1396,62.16847
1397,78.76791
1398,72.238266
1399,63.464817
1400,40.442665
1401,80.52243
1402,83.6417
1403,59.811478
1404,58.396664
1405,56.842716
1406,75.42908
1407,53.727573
1408,54.84245
1409,62.58341
1410,51.914085
1411,52.35018
1412,71.467476
1413,61.114132
1414,73.376015
1415,58.904606
1416,44.40244
1417,73.35906
1418,84.89754
1419,47.486027
1420,64.24374
1421,65.905075
1422,54.01573
1423,67.95008
1424,67.07304
1425,69.50354
1426,68.52248
1427,77.5488
1428,59.678974
1429,40.717823
1430,86.325356
1431,58.10807
1432,65.4684
1433,77.909546
1434,42.982933
1435,47.248432
1436,71.04872
1437,65.0405
1438,75.78803
1439,56.218147
1440,78.21724
1441,86.40551
1442,49.901398
1443,73.3567
1444,80.37373
1445,61.598335
1446,79.42033
1447,75.94849
1448,57.452675
1449,70.27723
1450,52.096554
1451,75.99497
1452,63.96126
1453,65.36464
1454,54.038853
1455,47.143642
1456,53.809006
1457,56.59343
1458,85.44099
1459,48.99665
1460,65.68318
1461,43.946354
1462,51.70153
1463,60.914654
1464,78.46806
1465,51.813908
1466,66.91905
1467,49.154488
1468,63.400974
1469,86.37242
1470,76.225365
1471,50.061924
1472,73.856155
1473,53.94769
1474,65.63323
1475,49.547546
1476,68.20771
1477,58.171158
1478,66.70211
1479,52.74637
1480,55.59759
1481,46.568092
1482,68.683136
1483,67.6959
1484,59.769367
1485,62.67039
1486,75.75897
1487,66.234695
1488,46.215332
1489,58.134914
1490,68.84672
1491,72.057625
1492,63.627033
1493,59.955147
1494,69.923836
1495,81.87399
1496,69.9413
1497,49.56922
1498,83.83312
1499,61.570316
1500,75.31697
1501,81.99418
1502,72.73656
1503,47.87704
1504,54.97663
1505,68.38666
1506,67.7029
1507,65.25282
1508,45.177864
1509,76.140205
1510,83.40536
1511,47.542747
1512,52.072186
1513,52.28932
1514,58.321186
1515,75.17581
1516,86.27686
1517,58.77361
1518,43.62961
1519,73.54815
1520,37.556446
1521,55.594852
1522,56.761974
1523,74.66756
1524,64.72013
1525,72.93957
1526,72.16894
1527,44.39203
1528,69.87145
1529,58.783596
1530,54.239647
1531,45.68639
1532,67.65356
1533,74.33741
1534,62.17634
1535,61.94891
1536,73.74246
1537,58.43593
1538,59.242268
1539,55.959255
1540,85.22411
1541,61.546074
1542,100.35118
1543,91.91942
1544,52.65974
1545,66.00497
1546,67.15818
1547,73.98166
1548,61.676586
1549,79.158295
1550,51.64637
1551,71.76942
1552,49.54437
1553,47.770695
1554,78.39389
1555,59.858093
1556,59.755695
1557,76.99793
1558,67.334
1559,73.116
1560,65.40654
1561,60.674313
1562,72.12034
1563,52.310448
1564,64.269554
1565,50.547832
1566,56.32789
1567,65.82051
1568,69.11166
1569,51.223083
1570,77.79952
1571,71.88576
1572,76.35434
1573,56.42144
1574,60.360474
1575,53.488758
1576,52.11595
1577,63.480896
1578,49.510433
1579,43.415874
1580,72.04138
1581,79.88523
1582,78.391106
1583,63.59023
1584,72.196396
1585,43.464394
1586,61.46336
1587,74.22046
1588,67.739944
1589,50.197388
1590,52.271717
1591,39.73828
1592,82.22731
1593,42.161427
1594,52.786232
1595,62.17662
1596,69.02105
1597,53.039024
1598,57.918053
1599,53.011974
1600,60.44384
1601,78.88072
1602,89.75446
1603,70.01694
1604,57.53596
1605,59.823414
1606,57.320236
1607,27.40355
1608,72.12564
1609,57.33913
1610,73.73884
1611,62.006428
1612,62.25046
1613,33.763336
1614,65.929535
1615,54.33888
1616,67.21333
1617,47.60852
1618,68.71406
1619,54.802017
1620,55.786488
1621,63.843716
1622,66.450356
1623,69.94358
1624,92.791306
1625,56.651554
1626,66.31326
1627,48.28295
1628,54.12209
1629,84.23948
1630,65.43195
1631,75.19138
1632,64.39067
1633,45.231857
1634,40.53656
1635,50.6342
1636,87.10956
1637,55.988544
1638,63.800934
1639,67.93407
1640,95.57601
1641,75.71477
1642,56.379955
1643,83.89205
1644,55.109
1645,48.73939
1646,90.78022
1647,61.801933
1648,59.625114
1649,59.4995
1650,51.01896
1651,77.31931
1652,82.531105
1653,67.09344
1654,65.9627
1655,63.44304
1656,41.15071
1657,54.45256
1658,66.304726
1659,57.77357
1660,58.857
1661,54.914936
1662,80.3179
1663,79.636856
1664,65.88367
1665,87.953445
1666,57.801094
1667,78.33721
1668,53.885597
1669,61.334686
1670,62.870384
1671,58.633102
1672,51.566563
1673,60.120472
1674,59.352142
1675,69.62565
1676,38.861366
1677,73.28551
1678,77.5437
1679,95.31992
1680,68.23925
1681,54.34023
1682,70.47201
1683,73.295395
1684,60.653957
1685,62.230446
1686,56.952957
1687,52.862545
1688,82.57217
1689,48.941616
1690,54.333443
1691,56.555286
1692,69.8151
1693,57.16484
1694,99.43475
1695,66.82255
1696,66.02993
1697,57.322563
1698,59.15785
1699,68.19776
1700,66.8071
1701,51.20504
1702,75.4093
1703,84.90416
1704,57.410065
1705,78.95033
1706,52.97913
1707,68.933266
1708,66.71938
1709,51.674904
1710,65.08909
1711,50.225204
1712,65.7989
1713,57.049232
1714,53.634327
1715,75.89501
1716,62.20785
1717,72.37801
1718,48.69566
1719,64.60908
1720,90.82682
1721,63.6583
1722,79.21076
1723,90.93583
1724,69.662346
1725,94.89694
1726,67.2437
1727,46.640446
1728,65.64831
1729,60.844616
1730,72.45795
1731,67.317215
1732,53.487373
1733,54.70959
1734,48.27959
1735,78.366684
1736,67.29455
1737,80.47996
1738,76.19213
1739,66.01887
1740,58.32379
1741,46.651463
1742,48.242844
1743,55.65689
1744,79.39291
1745,55.89615
1746,45.147526
1747,76.5178
1748,56.407276
1749,61.50753
1750,71.01801
1751,49.22093
1752,69.84297
1753,53.19437
1754,65.56358
1755,55.116413
1756,81.69464
1757,69.724785
1758,52.081486
1759,64.65655
1760,67.20462
1761,62.323555
1762,68.73064
1763,56.58992
1764,58.588486
1765,53.16121
1766,68.552055
1767,71.432526
1768,79.46147
1769,55.102406
1770,87.3501
1771,76.544945
1772,69.43445
1773,53.61963
1774,67.24197
1775,52.20594
1776,78.22607
1777,69.13226
1778,71.356895
1779,59.840816
1780,67.854614
1781,49.642635
1782,65.18458
1783,65.0465
1784,83.020454
1785,87.62528
1786,72.87227
1787,59.07403
1788,51.878242
1789,71.214066
1790,69.03224
1791,58.723362
1792,52.127563
1793,67.56218
1794,72.385994
1795,59.873123
1796,67.01654
1797,85.92018
1798,52.302567
1799,54.74423
1800,67.95256
1801,39.802452
1802,63.55072
1803,67.96848
1804,48.92821
1805,64.014015
1806,82.875786
1807,56.401356
1808,71.5878
1809,50.986526
1810,55.844982
1811,57.131443
1812,50.554592
1813,77.13216
1814,76.200066
1815,50.594425
1816,87.41167
1817,65.68808
1818,67.844604
1819,59.269386
1820,66.00592
1821,62.61925
1822,47.23539
1823,64.994286
1824,76.25291
1825,58.488018
1826,62.343143
1827,53.388905
1828,88.69127
1829,64.30129
1830,73.21707
1831,53.273415
1832,73.28938
1833,58.149555
1834,61.28273
1835,48.018166
1836,83.661125
1837,70.27906
1838,58.916443
1839,59.75197
1840,75.67899
1841,78.07132
1842,63.471348
1843,81.05565
1844,59.514877
1845,61.061745
1846,77.12776
1847,74.95502
1848,59.667953
1849,39.080105
1850,69.02716
1851,47.653053
1852,60.32203
1853,69.60102
1854,65.9891
1855,50.332577
1856,76.654106
1857,76.44629
1858,70.550064
1859,62.367157
1860,47.606033
1861,77.66614
1862,54.147617
1863,83.63293
1864,45.318817
1865,74.92457
1866,63.33587
1867,76.47247
1868,81.587265
1869,59.318745
1870,51.370804
1871,65.23378
1872,80.52456
1873,53.36072
1874,51.017834
