Id,Category
0827,9
0828,3
0829,2
0830,9
0831,8
0832,0
0833,8
0834,4
0835,0
0836,3
0837,2
0838,8
0839,3
0840,0
0841,9
0842,9
0843,0
0844,9
0845,2
0846,0
0847,3
0848,9
0849,9
0850,9
0851,9
0852,5
0853,2
0854,9
0855,2
0856,9
0857,0
0858,9
0859,0
0860,0
0861,9
0862,5
0863,0
0864,6
0865,2
0866,2
0867,5
0868,8
0869,10
0870,3
0871,2
0872,6
0873,9
0874,2
0875,2
0876,2
0877,3
0878,4
0879,2
0880,0
0881,4
0882,9
0883,4
0884,9
0885,3
0886,0
0887,3
0888,9
0889,0
0890,8
0891,4
0892,8
0893,0
0894,8
0895,9
0896,0
0897,0
0898,0
0899,0
0900,8
0901,9
0902,9
0903,2
0904,10
0905,6
0906,4
0907,9
0908,2
0909,0
0910,10
0911,2
0912,9
0913,5
0914,5
0915,2
0916,8
0917,3
0918,8
0919,0
0920,4
0921,0
0922,2
0923,2
0924,0
0925,0
0926,3
0927,3
0928,0
0929,9
0930,9
0931,2
0932,3
0933,9
0934,4
0935,4
0936,0
0937,0
0938,3
0939,0
0940,9
0941,4
0942,0
0943,10
0944,4
0945,9
0946,2
0947,2
0948,9
0949,4
0950,3
0951,3
0952,9
0953,3
0954,9
0955,9
0956,3
0957,0
0958,3
0959,3
0960,9
0961,2
0962,8
0963,0
0964,3
0965,0
0966,2
0967,3
0968,4
0969,10
0970,9
0971,9
0972,9
0973,10
0974,4
0975,3
0976,0
0977,7
0978,10
0979,0
0980,9
0981,0
0982,10
0983,4
0984,0
0985,9
0986,4
0987,5
0988,5
0989,8
0990,9
0991,0
0992,6
0993,9
0994,2
0995,9
0996,8
0997,2
0998,7
0999,10
1000,3
1001,8
1002,4
1003,0
1004,2
1005,10
1006,9
1007,8
1008,8
1009,3
1010,5
1011,0
1012,2
1013,9
1014,3
1015,8
1016,9
1017,9
1018,10
1019,0
1020,9
1021,4
1022,3
1023,4
1024,9
1025,3
1026,2
1027,3
1028,0
1029,8
1030,5
1031,8
1032,3
1033,0
1034,3
1035,9
1036,8
1037,8
1038,9
1039,2
1040,8
1041,10
1042,8
1043,0
1044,3
1045,2
1046,0
1047,9
1048,2
1049,0
1050,8
1051,8
1052,0
1053,8
1054,0
1055,2
1056,4
1057,0
1058,0
1059,2
1060,9
1061,9
1062,9
1063,8
1064,9
1065,0
1066,3
1067,0
1068,0
1069,9
1070,3
1071,3
1072,5
1073,0
1074,4
1075,8
1076,0
1077,1
1078,4
1079,10
1080,9
1081,0
1082,0
1083,9
1084,3
1085,8
1086,0
1087,7
1088,4
1089,3
1090,2
1091,10
1092,0
1093,2
1094,4
1095,9
1096,3
1097,6
1098,4
1099,2
1100,9
1101,3
1102,9
1103,9
1104,3
1105,10
1106,2
1107,3
1108,0
1109,4
1110,10
1111,9
1112,0
1113,3
1114,4
1115,10
1116,0
1117,10
1118,9
1119,8
1120,2
1121,0
1122,0
1123,10
1124,1
1125,9
1126,9
1127,3
1128,8
1129,2
1130,4
1131,2
1132,9
1133,0
1134,6
1135,10
1136,3
1137,3
1138,0
1139,8
1140,0
1141,3
1142,0
1143,4
1144,3
1145,2
1146,3
1147,9
1148,0
1149,4
1150,9
1151,4
1152,4
1153,9
1154,4
1155,9
1156,0
1157,5
1158,10
1159,9
1160,4
1161,10
1162,0
1163,0
1164,7
1165,0
1166,2
1167,8
1168,3
1169,9
1170,8
1171,10
1172,0
1173,4
1174,5
1175,9
1176,8
1177,3
1178,7
1179,9
1180,3
1181,8
1182,6
1183,9
1184,8
1185,2
1186,9
1187,2
1188,4
1189,2
1190,8
1191,10
1192,5
1193,0
1194,0
1195,2
1196,3
1197,10
1198,6
1199,8
1200,9
1201,6
1202,5
1203,2
1204,4
1205,8
1206,9
1207,4
1208,8
1209,2
1210,9
1211,4
1212,9
1213,9
1214,0
1215,0
1216,2
1217,8
1218,2
1219,9
1220,2
1221,0
1222,5
1223,10
1224,5
1225,8
1226,4
1227,8
1228,4
1229,1
1230,9
1231,9
1232,0
1233,10
1234,9
1235,9
1236,9
1237,0
1238,9
1239,6
1240,5
1241,9
1242,2
1243,0
1244,2
1245,8
1246,0
1247,8
1248,0
1249,8
1250,10
1251,9
1252,10
1253,2
1254,0
1255,10
1256,5
1257,2
1258,1
1259,9
1260,10
1261,9
1262,0
1263,9
1264,2
1265,4
1266,4
1267,2
1268,9
1269,5
1270,10
1271,8
1272,9
1273,0
1274,4
1275,0
1276,9
1277,8
1278,8
1279,10
1280,0
1281,9
1282,2
1283,10
1284,9
1285,3
1286,2
1287,2
1288,9
1289,9
1290,10
1291,10
1292,10
1293,0
1294,9
1295,8
1296,4
1297,2
1298,9
1299,9
1300,3
1301,0
1302,2
1303,9
1304,0
1305,9
1306,3
1307,2
1308,0
1309,4
1310,5
1311,3
1312,9
1313,0
1314,3
1315,10
1316,3
1317,6
1318,5
1319,9
1320,5
1321,3
1322,9
1323,10
1324,9
1325,8
1326,9
1327,9
1328,10
1329,3
1330,8
1331,2
1332,9
1333,5
1334,0
1335,4
1336,2
1337,9
1338,10
1339,2
1340,0
1341,0
1342,4
1343,0
1344,3
1345,5
1346,2
1347,9
1348,8
1349,9
1350,10
1351,10
1352,9
1353,9
1354,0
1355,2
1356,3
1357,3
1358,0
1359,2
1360,4
1361,3
1362,9
1363,0
1364,0
1365,2
1366,3
1367,5
1368,6
1369,4
1370,10
1371,9
1372,0
1373,2
1374,6
1375,0
1376,9
1377,8
1378,5
1379,4
1380,0
1381,2
1382,0
1383,3
1384,9
1385,7
1386,0
1387,2
1388,5
1389,0
1390,0
1391,5
1392,9
1393,0
1394,5
1395,2
1396,2
1397,0
1398,2
1399,9
1400,0
1401,10
1402,0
1403,10
1404,0
1405,0
1406,1
1407,4
1408,0
1409,0
1410,9
1411,10
1412,2
1413,8
1414,9
1415,6
1416,8
1417,0
1418,2
1419,2
1420,2
1421,9
1422,1
1423,9
1424,4
1425,3
1426,9
1427,0
1428,0
1429,3
1430,8
1431,2
1432,4
1433,2
1434,0
1435,3
1436,5
1437,0
1438,5
1439,0
1440,0
1441,3
1442,9
1443,3
1444,9
1445,4
1446,0
1447,8
1448,3
1449,9
1450,9
1451,8
1452,0
1453,9
1454,2
1455,3
1456,2
1457,6
1458,5
1459,9
1460,9
1461,5
1462,10
1463,2
1464,8
1465,8
1466,2
1467,0
1468,3
1469,3
1470,2
1471,10
1472,10
1473,3
1474,10
1475,6
1476,3
1477,9
1478,9
1479,0
1480,2
1481,3
1482,0
1483,0
1484,8
1485,2
1486,9
1487,9
1488,9
1489,9
1490,2
1491,4
1492,10
1493,4
1494,9
1495,0
1496,8
1497,9
1498,3
1499,4
1500,2
1501,2
1502,2
1503,9
1504,8
1505,2
1506,2
1507,2
1508,4
1509,2
1510,0
1511,9
1512,9
1513,6
1514,4
1515,9
1516,4
1517,7
1518,0
1519,3
1520,4
1521,3
1522,0
1523,0
1524,0
1525,5
1526,10
1527,10
1528,0
1529,2
1530,8
1531,0
1532,8
1533,2
1534,4
1535,2
1536,9
1537,3
1538,9
1539,4
1540,3
1541,2
1542,8
1543,10
1544,0
1545,4
1546,9
1547,10
1548,10
1549,9
1550,9
1551,9
1552,0
1553,2
1554,0
1555,1
1556,0
1557,8
1558,5
1559,3
1560,9
1561,0
1562,0
1563,5
1564,3
1565,9
1566,8
1567,4
1568,10
1569,0
1570,10
1571,9
1572,4
1573,8
1574,9
1575,3
1576,0
1577,8
1578,4
1579,10
1580,9
1581,0
1582,2
1583,0
1584,10
1585,9
1586,2
1587,3
1588,3
1589,0
1590,0
1591,9
1592,0
1593,5
1594,5
1595,3
1596,3
1597,10
1598,0
1599,10
1600,3
1601,8
1602,2
1603,0
1604,9
1605,8
1606,0
1607,3
1608,1
1609,9
1610,2
1611,2
1612,0
1613,3
1614,5
1615,0
1616,2
1617,6
1618,0
1619,5
1620,9
1621,9
1622,0
1623,5
1624,0
1625,0
1626,9
1627,0
1628,3
1629,8
1630,4
1631,0
1632,3
1633,9
1634,9
1635,0
1636,9
1637,5
1638,4
1639,2
1640,9
1641,0
1642,0
1643,9
1644,3
1645,3
1646,8
1647,9
1648,0
1649,8
1650,8
1651,9
1652,9
1653,9
1654,3
1655,2
1656,0
1657,5
1658,10
1659,8
1660,9
1661,5
1662,2
1663,9
1664,0
1665,10
1666,10
1667,10
1668,9
1669,8
1670,9
1671,7
1672,2
1673,4
1674,10
1675,3
1676,0
1677,10
1678,8
1679,7
1680,2
1681,0
1682,5
1683,9
1684,0
1685,0
1686,3
1687,6
1688,0
1689,4
1690,8
1691,0
1692,4
1693,3
1694,10
1695,10
1696,3
1697,4
1698,9
1699,5
1700,9
1701,2
1702,0
1703,4
1704,4
1705,2
1706,0
1707,2
1708,9
1709,0
1710,6
1711,1
1712,5
1713,2
1714,0
1715,3
1716,0
1717,0
1718,0
1719,3
1720,9
1721,1
1722,8
1723,6
1724,2
1725,9
1726,2
1727,9
1728,5
1729,4
1730,0
1731,9
1732,0
1733,1
1734,3
1735,2
1736,9
1737,6
1738,3
1739,5
1740,9
1741,10
1742,10
1743,0
1744,0
1745,10
1746,0
1747,9
1748,0
1749,0
1750,8
1751,8
1752,5
1753,4
1754,0
1755,2
1756,5
1757,2
1758,2
1759,2
1760,2
1761,0
1762,0
1763,10
1764,0
1765,0
1766,10
1767,3
1768,10
1769,9
1770,0
1771,5
1772,9
1773,5
1774,2
1775,9
1776,0
1777,10
1778,9
1779,2
1780,2
1781,4
1782,0
1783,3
1784,0
1785,2
1786,2
1787,8
1788,2
1789,0
1790,9
1791,10
1792,8
1793,0
1794,5
1795,8
1796,5
1797,4
1798,1
1799,9
1800,0
1801,5
1802,0
1803,0
1804,4
1805,2
1806,4
1807,3
1808,2
1809,0
1810,2
1811,10
1812,9
1813,0
1814,9
1815,10
1816,2
1817,3
1818,3
1819,2
1820,8
1821,0
1822,2
1823,9
1824,0
1825,5
1826,4
1827,2
1828,0
1829,8
1830,3
1831,0
1832,0
1833,9
1834,0
1835,0
1836,4
1837,9
1838,0
1839,2
1840,9
1841,4
1842,2
1843,3
1844,3
1845,9
1846,4
1847,3
1848,2
1849,8
1850,3
1851,1
1852,9
1853,0
1854,2
1855,9
1856,2
1857,4
1858,8
1859,2
1860,3
1861,9
1862,3
1863,2
1864,5
1865,10
1866,4
1867,9
1868,9
1869,3
1870,3
1871,9
1872,5
1873,3
1874,10
1875,2
1876,0
1877,9
1878,5
1879,10
1880,8
1881,0
1882,0
1883,8
1884,2
1885,3
1886,4
1887,3
1888,9
1889,2
1890,2
1891,4
1892,9
1893,8
1894,2
1895,0
1896,4
1897,0
1898,9
1899,4
1900,0
1901,10
1902,10
1903,2
1904,0
1905,8
1906,3
1907,0
1908,0
1909,6
1910,9
1911,0
1912,5
1913,0
1914,9
1915,9
1916,9
1917,0
1918,6
1919,3
1920,9
1921,2
1922,2
1923,2
1924,3
1925,2
1926,9
1927,0
1928,2
1929,3
1930,2
1931,9
1932,6
1933,0
1934,2
1935,0
1936,5
1937,2
1938,9
1939,0
1940,3
1941,8
1942,10
1943,9
1944,3
1945,2
1946,6
1947,0
1948,2
1949,9
1950,9
1951,4
1952,9
1953,9
1954,2
1955,9
1956,0
1957,2
1958,8
1959,8
1960,10
1961,0
1962,4
1963,0
1964,8
1965,9
1966,4
1967,2
1968,9
1969,2
1970,9
1971,2
1972,2
1973,8
1974,8
1975,0
1976,10
1977,2
1978,0
1979,9
1980,10
1981,4
1982,3
1983,9
1984,5
1985,5
1986,9
1987,0
1988,3
1989,5
1990,2
1991,3
1992,9
1993,9
1994,9
1995,10
1996,0
1997,0
1998,9
1999,2
2000,8
2001,3
2002,0
2003,0
2004,8
2005,9
2006,2
2007,0
2008,9
2009,5
2010,4
2011,4
2012,2
2013,2
2014,0
2015,8
2016,0
2017,3
2018,2
2019,9
2020,9
2021,3
2022,0
2023,2
2024,4
2025,3
2026,1
2027,8
2028,9
2029,4
2030,3
2031,2
2032,2
2033,9
2034,2
2035,9
2036,0
2037,10
2038,10
2039,4
2040,0
2041,9
2042,5
2043,2
2044,5
2045,8
2046,3
2047,7
2048,4
2049,0
2050,9
2051,4
2052,2
2053,6
2054,2
2055,9
2056,2
2057,10
2058,3
2059,2
2060,9
2061,3
2062,9
2063,0
2064,5
2065,5
2066,8
2067,4
2068,9
2069,2
2070,8
2071,2
2072,2
2073,9
2074,8
2075,4
2076,0
2077,2
2078,2
2079,0
2080,3
2081,9
2082,9
2083,0
2084,3
2085,0
2086,9
2087,9
2088,5
2089,5
2090,9
2091,3
2092,9
2093,9
2094,0
2095,3
2096,10
2097,9
2098,5
2099,2
2100,5
2101,4
2102,2
2103,2
2104,0
2105,9
2106,9
2107,6
2108,0
2109,2
2110,2
2111,8
2112,4
2113,9
2114,3
2115,0
2116,8
2117,9
2118,3
2119,3
2120,10
2121,0
2122,2
2123,9
2124,0
2125,0
2126,4
2127,2
2128,9
2129,8
2130,3
2131,0
2132,4
2133,4
2134,2
2135,3
2136,5
2137,9
2138,0
2139,5
2140,9
2141,8
2142,1
2143,10
2144,6
2145,5
2146,0
2147,0
2148,9
2149,5
2150,10
2151,5
2152,9
2153,10
2154,3
2155,2
2156,8
2157,8
2158,9
2159,2
2160,0
2161,9
2162,3
2163,1
2164,9
2165,3
2166,2
2167,9
2168,0
2169,2
2170,0
2171,5
2172,9
2173,2
2174,9
2175,2
2176,9
2177,0
2178,9
2179,5
2180,5
2181,7
2182,0
2183,4
2184,4
2185,0
2186,0
2187,9
2188,0
2189,0
2190,9
2191,0
2192,2
2193,6
2194,2
2195,9
2196,10
2197,2
2198,0
2199,9
2200,10
2201,2
2202,8
2203,8
2204,4
2205,4
2206,9
2207,2
2208,0
2209,5
2210,9
2211,4
2212,0
2213,4
2214,8
2215,2
2216,1
2217,9
2218,5
2219,5
2220,4
2221,0
2222,10
2223,3
2224,2
2225,10
2226,3
2227,0
2228,0
2229,9
2230,10
2231,9
2232,2
2233,0
2234,2
2235,0
2236,8
2237,2
2238,5
2239,9
2240,9
2241,2
2242,3
2243,0
2244,8
2245,9
2246,2
2247,0
2248,0
2249,0
2250,10
2251,9
2252,0
2253,4
2254,0
2255,9
2256,3
2257,9
2258,9
2259,9
2260,6
2261,5
2262,9
2263,0
2264,2
2265,5
2266,0
2267,3
2268,3
2269,4
2270,9
2271,8
2272,4
2273,2
2274,2
2275,4
2276,6
2277,2
2278,0
2279,9
2280,9
2281,10
2282,0
2283,9
2284,2
2285,0
2286,0
2287,3
2288,2
2289,8
2290,0
2291,10
2292,4
2293,5
2294,9
2295,2
2296,5
2297,2
2298,10
2299,4
2300,9
2301,4
2302,9
2303,9
2304,2
2305,9
2306,9
2307,5
2308,9
2309,0
2310,2
2311,10
2312,9
2313,0
2314,4
2315,9
2316,5
2317,3
2318,8
2319,10
2320,4
2321,0
2322,0
2323,9
2324,0
2325,0
2326,8
2327,8
2328,2
2329,8
2330,2
2331,2
2332,2
2333,4
2334,0
2335,0
2336,2
2337,2
2338,2
2339,8
2340,4
2341,9
2342,0
2343,2
2344,3
2345,9
2346,4
2347,9
2348,0
2349,2
2350,3
2351,9
2352,2
2353,8
2354,2
2355,0
2356,0
2357,4
2358,4
2359,5
2360,4
2361,10
2362,2
2363,4
2364,10
2365,0
2366,9
2367,2
2368,0
2369,3
2370,0
2371,9
2372,9
2373,2
2374,8
2375,0
2376,9
2377,9
2378,3
2379,9
2380,9
2381,9
2382,9
2383,9
2384,9
2385,3
2386,9
2387,2
2388,9
2389,0
2390,9
2391,3
2392,9
2393,2
2394,9
2395,0
2396,3
2397,9
2398,0
2399,0
2400,0
2401,9
2402,5
2403,0
2404,4
2405,8
2406,10
2407,8
2408,9
2409,9
2410,10
2411,9
2412,8
2413,0
2414,5
2415,4
2416,0
2417,9
2418,8
2419,3
2420,2
2421,0
2422,0
2423,9
2424,8
2425,9
2426,8
2427,5
2428,8
2429,2
2430,3
2431,0
2432,2
2433,8
2434,5
2435,2
2436,0
2437,0
2438,9
2439,8
2440,4
2441,3
2442,4
2443,10
2444,2
2445,3
2446,8
2447,9
2448,0
2449,2
2450,4
2451,2
2452,9
2453,9
2454,4
2455,4
2456,4
2457,2
2458,9
2459,2
2460,8
2461,2
2462,9
2463,3
2464,4
2465,2
2466,2
2467,10
2468,6
2469,9
2470,0
2471,10
2472,1
2473,2
2474,2
2475,9
2476,2
2477,9
2478,5
2479,9
2480,0
2481,0
2482,1
2483,8
2484,8
2485,0
2486,10
2487,9
2488,4
2489,0
2490,0
2491,5
2492,1
2493,9
2494,3
2495,10
2496,5
2497,5
2498,4
2499,2
2500,2
2501,10
2502,2
2503,9
2504,10
2505,4
2506,9
2507,3
2508,10
2509,8
2510,0
2511,5
2512,0
2513,9
2514,2
2515,0
2516,10
2517,9
2518,2
2519,5
2520,9
2521,0
2522,2
2523,0
2524,9
2525,2
2526,4
2527,3
2528,8
2529,9
2530,9
2531,10
2532,9
2533,9
2534,1
2535,3
2536,3
2537,0
2538,9
2539,8
2540,3
2541,8
2542,2
2543,3
2544,2
2545,2
2546,0
2547,10
2548,10
2549,3
2550,2
2551,0
2552,0
2553,4
2554,8
2555,0
2556,10
2557,2
2558,0
2559,8
2560,2
2561,0
2562,4
2563,0
2564,8
2565,2
2566,2
2567,0
2568,9
2569,0
2570,2
2571,5
2572,2
2573,2
2574,3
2575,9
2576,2
2577,6
2578,0
2579,10
2580,9
2581,9
2582,2
2583,2
2584,2
2585,9
2586,10
2587,9
2588,0
2589,6
2590,10
2591,3
2592,9
2593,9
2594,9
2595,10
2596,9
2597,9
2598,9
2599,9
2600,0
2601,0
2602,0
2603,5
2604,2
2605,3
2606,9
2607,9
2608,0
2609,4
2610,3
2611,8
2612,2
2613,8
2614,2
2615,8
2616,2
2617,3
2618,4
2619,0
2620,3
2621,10
2622,9
2623,2
2624,8
2625,0
2626,4
2627,2
2628,9
2629,3
2630,0
2631,4
2632,8
2633,2
2634,0
2635,9
2636,8
2637,2
2638,0
2639,0
2640,10
2641,9
2642,8
2643,3
2644,0
2645,0
2646,9
2647,8
2648,9
2649,9
2650,8
2651,8
2652,10
2653,9
2654,0
2655,4
2656,3
2657,2
2658,2
2659,4
2660,10
2661,4
2662,3
2663,4
2664,0
2665,2
2666,2
2667,2
2668,9
2669,10
2670,9
2671,9
2672,2
2673,3
2674,9
2675,4
2676,8
2677,9
2678,7
2679,4
2680,3
2681,0
2682,10
2683,10
2684,0
2685,0
2686,2
2687,10
2688,9
2689,0
2690,8
2691,1
2692,2
2693,9
2694,9
2695,3
2696,0
2697,9
2698,10
2699,9
2700,4
2701,10
2702,9
2703,3
2704,2
2705,2
2706,0
2707,9
2708,10
2709,9
2710,0
2711,2
2712,9
2713,10
2714,5
2715,9
2716,10
2717,8
2718,2
2719,0
2720,0
2721,10
2722,3
2723,5
2724,9
2725,9
2726,9
2727,2
2728,2
2729,9
2730,9
2731,0
2732,0
2733,9
2734,4
2735,2
2736,9
2737,4
2738,9
2739,9
2740,5
2741,8
2742,4
2743,3
2744,10
2745,0
2746,0
2747,2
2748,4
2749,3
2750,3
2751,6
2752,10
2753,10
2754,10
2755,9
2756,8
2757,10
2758,9
2759,2
2760,2
2761,2
2762,0
2763,10
2764,2
2765,2
2766,9
2767,10
2768,2
2769,5
2770,8
2771,0
2772,3
2773,9
2774,9
2775,3
2776,0
2777,2
2778,9
2779,5
2780,9
2781,8
2782,8
2783,4
2784,2
2785,2
2786,8
2787,0
2788,9
2789,8
2790,8
2791,9
2792,10
2793,2
2794,9
2795,0
2796,0
