ID,Answer
360,中國
361,2000年
362,蝸牛狀
363,奧地利
364,1955年
365,韓國
366,維京戈達島
367,1956年
368,史都華中校
369,1910年
370,突厥
371,親率蒙古主力軍十萬西征花剌子模
372,1988年
373,2011年
374,環境保護
375,巴爾的摩市
376,中華民國政府
377,學權部
378,分散了托爾金對學業的注意力
379,電子郵件
380,孔子
381,國歌紀念廣場
382,2005年
383,中國對處決犯人一直採取保密的措施
384,烏爾班八世
385,60年代
386,雙循環泵
387,1809年
388,日本國內市場狹小
389,32年
390,為迅速取得西線勝利
391,
392,盟旗制
393,材料與設計的影響
394,國家起源說
395,英國外科醫師
396,中興
397,宣統三年
398,1991年
399,《三國史記》
400,第二次工業革命
401,突厥語
402,市區有一條滿布商店和餐廳的大街直通碼頭
403,約翰·坎貝爾
404,8小時
405,百變天后
406,民國16年
407,國立廣東大學
408,亞伯拉罕諸教
409,六億七千多萬美金
410,妖怪
411,專家
412,中世紀佛蘭芒語
413,空氣
414,混亂
415,阿爾泰語系
416,皇太極
417,信陽市
418,5000至7000名
419,美國空軍准將
420,質量
421,科技
422,媽祖
423,[SEP]溫伯爵
424,計劃委員會
425,15米
426,蘇丹南部
427,驍騎尉」、「飛騎尉
428,行距[UNK]，株距[UNK]
429,2012年4月17日
430,太陽
431,那拉氏
432,辛酉政變
433,銅的礦物
434,統一企業
435,
436,生物學研究
437,陳誠
438,孫中山
439,單獨媾和
440,
441,九一八事變
442,1978年
443,天皇
444,731美元
445,阿拉巴馬州
446,嘉義市
447,保護農業生產
448,氣流機制
449,五角星
450,波斯薩珊王朝
451,航海工業
452,海岸高速路阿22，它以什勒斯維希-荷爾施泰因邦為起點，分別經過位於施塔德的規劃好的易北河隧道和位於代德斯多夫的威悉河隧道
453,匿蹤性能較佳
454,中國共產黨中央政治局常務委員會
455,1945年
456,一條簡單的直線
457,236路車
458,盟旗制
459,臺南州
460,布朗茜
461,地中海
462,一次大戰期間
463,決勝局
464,中華人民共和國
465,保守派
466,
467,《全唐詩》
468,1912年
469,1982年
470,七年
471,奧地利
472,貝爾實驗室
473,陳奕迅
474,吳三連
475,1917年
476,米勒
477,1月8日
478,掃雷艇部隊
479,海都之亂
480,多黨制
481,15年
482,80年代後
483,公元前第一個千年的中期
484,東晉時期
485,線傳飛控
486,光明星4號
487,烏孜別克人
488,2555公里
489,國共內戰
490,[UNK][UNK]
491,茲維亞德·加姆薩胡爾季阿
492,tram
493,小口徑速射炮
494,荀子
495,清朝
496,7年
497,微笑單車
498,將傳統的靜穩定
499,中國政法大學
500,瓜拿納中的咖啡因有時也被稱為瓜拿納因，而存在於瑪黛茶
501,二戰時期
502,鈉鹽
503,江戶時代
504,民國4年12月25日
505,佛倫丁畫家西格里
506,1992年
507,軍政
508,呂訥堡石楠草原南部的貝爾根
509,太白，號青蓮居士
510,朱棣
511,十億韓國」
512,反對者
513,小選舉區制
514,科索沃
515,反對資產階級自由化」運動
516,自由放任
517,生物技術
518,四年
519,段祺瑞
520,湯瑪斯伊格頓
521,中永和、新店
522,1925年
523,蝸頂
524,1970年代
525,中國人民銀行
526,後座雷達官
527,1975年
528,氫硫酸
529,獨裁作風
530,使編輯長頁面更容易
531,黨費
532,有性生殖
533,經濟建設
534,《中華民國臨時政府組織大綱》
535,港式酒樓
536,武力衝突
537,帕吉勒提河
538,西南美麗的地方
539,突出天空的遼闊高遠，以表現「天」的至高無上
540,義大利
541,2013年
542,許榮茂
543,1955年
544,運輸局
545,公元前一世紀
546,柵欄
547,1910年
548,老虎
549,狄拉克
550,唐太宗
551,健康寫實電影
552,1956年7月
553,天狼星
554,中生代
555,伊爾庫茨克國立大學
556,王罕
557,3千人
558,1789年
559,兩個雨季和兩個
560,杭州
561,朝鮮日治時期
562,藝聲
563,馬[UNK]
564,總兵官
565,金驢記》
566,哈大客運專線
567,漢風魏韻
568,自然科學
569,反文化運動
570,英國
571,唐文宗
572,轟炸機
573,都卜勒效應
574,義大利
575,中世紀的漢撒同盟時代
576,耳蝸核
577,刺史
578,18個
579,至元二十九年
580,保守派
581,次能、志賀二島
582,陶瓷
583,1980年代
584,法國
585,西佛羅里達
586,1997年
587,帖裏幹道
588,9年
589,聖母大學
590,1959年7月
591,18公里
592,國務院常務會議
593,20倍
594,喬治亞共和國
595,1943年
596,全面性
597,橫位
598,聯邦制
599,韓國
600,氯仿
601,土耳其人
602,瀕危物種
603,越戰
604,公民權
605,可再生能源發電
606,極端大陸性氣候
607,金華
608,1929年
609,法國電信
610,笛卡爾
611,1897年
612,中山盛產海鹽
613,華北財經辦事處
614,市場分析
615,海南站
616,2006年
617,家庭喜劇片
618,同性婚姻者，主張限制同志收養子女之自由，乃為保障子女利益
619,婦女
620,反對建文帝削藩
621,
622,朱熹
623,自由民主黨
624,反革命罪
625,植物
626,哈大客運專線
627,第五區
628,梵蒂岡的武裝軍事力量
629,1984年
630,漢武帝
631,關東地方
632,[SEP]盛頓會議的關係，日軍自延吉、[UNK]春撤軍，恩琴失去日方支持。7月6日蘇聯紅軍開入庫倫，恩琴被俘，蒙古獨立國成立。1921年7月11日，外蒙古建立親蘇的君主立憲政府。北洋政府下令命張作霖收復外蒙。張僅作了敷衍，並沒出兵至外蒙。11月25日外蒙古建立人民革命政權，並與蘇聯在1922年訂立了《蘇蒙修好條約》
633,巴黎聖母院
634,西方文明
635,東晉常[UNK]
636,1936年
637,預言的迷信
638,航太
639,五桂山
640,枇杷
641,嘉義市
642,農業
643,29個
644,民國31年
645,10月23日
646,《希臘、羅馬名人傳》
647,固有詞
648,第二次世界大戰
649,5000噸級
650,君士坦丁堡
651,2015年年底
652,古漢語
653,22年
654,阿列克修斯三世的女婿阿列克修斯·杜卡斯
655,君士坦丁三世
656,喜馬拉雅山脈
657,1937年
658,1964年
659,19世紀
660,油氣開發
661,外太空
662,明孝宗
663,阿圖什地方
664,普思沿邊行政總局第一區
665,1948年1月1日
666,照射紫外線
667,九一八事變
668,春秋
669,對大自然的崇拜
670,馬祖
671,1899年
672,鎮南縣
673,尼布楚條約
674,中央窩
675,利奧三世
676,殖民主義
677,奧德
678,30米
679,2000公厘
680,自主性
681,喬治麥克萊倫將軍
682,赤城鎮政府街1號
683,內層
684,羅非魚
685,潘普洛納
686,法國阿爾卑斯山礦泉
687,1851年
688,《臺灣府志》
689,埃及
690,八位
691,6比6時
692,民國28年
693,中央印製廠
694,傑伊條約
695,超新星
696,全斗煥
697,2006年
698,勝利鐘
699,索馬利亞政府司法系統
700,420年
701,軍隊編制問題
702,沈葆楨
703,韓國
704,1980年代
705,何韻詩
706,1925年
707,印度河流域文明
708,2014年
709,湘西土家族苗族自治州
710,許貢
711,少
712,北魏孝文帝
713,西寧王李定國
714,22條
715,公共健康與醫學領域
716,《新基本法令》
717,1962年
718,洪武三十一年
719,共產黨
720,奧匈帝國
721,蒙古王國
722,白矮星
723,咖啡因
724,司馬元顯
725,階梯狀
726,漳州人
727,6個小時
728,1651年
729,憲法
730,郭沫若
731,90年代
732,金日成
733,第5
734,愛德華·懷克-史密斯
735,西班牙瓦倫西亞
736,1787年
737,朱元璋
738,復仇
739,1898年
740,守舊派
741,古巴
742,端敬王后
743,中生代
744,約瑟夫史達林
745,中華人民共和國
746,維持議會的高度集權
747,抑制人口增加
748,蘇聯遠東軍
749,總理提出，由全國人民代表大會決定；在全國人民代表大會閉會期間，由全國人民代表大會常務委員會
750,福建社團聯會
751,棕矮星
752,嚇阻鳥群
753,推行反共政策
754,5～8％
755,日本
756,分子雲內部
757,鮮卑部落
758,法蘭西人
759,1918年
760,1939年
761,砲兵科第一名結業，張作霖升他為東三省巡閱使衛隊旅旅長
762,巴黎條約
763,1970年
764,麥迪遜分校
765,乾燥
766,麻赫穆德·喀什噶里
767,
768,資格賽賽制
769,周貽淦
770,民國16年
771,14世紀
772,三監之亂
773,周恩來
774,馬略
775,至元十三年
776,磷化氫
777,1970年代
778,圖西族
779,聖餐持紀念說
780,空腹死刑
781,《三國史記
782,地心說
783,長沙太守
784,熱遲滯
785,1978年
786,上海
787,比利時
788,濃硫酸
789,畢達哥拉斯主義
790,兄弟國的盟約
791,2011年
792,二氧化硫
793,1979年
794,義大利
795,農業
796,卡拉恰伊湖
797,宋理宗
798,匈人阿提拉
799,
800,民主黨
801,日本
802,二戰的爆發
803,1976年
804,上海
805,1949年
806,麻省理工學院
807,階級社會
808,1920年代
809,部隊局
810,1449年
811,1986年
812,隆武帝
813,第一次世界大戰
814,孫叔敖
815,托爾金
816,雙汗制
817,78歲
818,半軍事管制
819,中華全國體育總會
820,恆星自轉
821,人文關懷
822,1972年
823,《墮胎法》
824,軍閥混戰
825,中國共產黨解放軍
826,韓國
827,人民頻繁的遷移
828,公元7世紀
829,境外節目
830,法國的最高權力
831,匈牙利
832,1979年
833,隋文帝開皇九年四月，隋滅南陳
834,上海遷入蘇區
835,
836,太陽在星空背景被用來創造了曆法
837,1940年
838,文化人類學
839,1987年
840,待在社福機構
841,汾河
842,關漢卿
843,湯玉麟
844,陳平順
845,主序帶
846,羅貝爾
847,節省用地
848,1955年
849,蒙古入聯合國
850,金石並用時代
851,天皇
852,朝鮮白頭山
853,德國人
854,2013年
855,羅馬帝國
856,重力
857,第一目擊者
858,生存競爭中自由淘汰
859,1987年
860,韓國
861,王孝通
862,哈比亞利馬納
863,船長
864,阿瓦魯阿
865,馮玉
866,基因特質
867,印地語
868,焦爾達諾·布魯諾
869,乾隆
870,秧苗長高約八公分
871,過渡期
872,民國43年
873,地質類學科
874,研究員
875,瓜拿納因子
876,狄奧多西
877,2016年2月10日
878,一日生活圈」變成了「半日生活圈
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,宙斯的戀人之一：埃歐，祂是希拉的女祭司
883,供應服務過多
884,1910年革命
885,鎬京
886,逐水草而居
887,杜慧度
888,憲政改革
889,英國
890,斯塔福德郡
891,義熙十四年
892,劉少奇
893,1922年
894,初中
895,人類想像與傳說
896,東德使館
897,冷戰時期
898,1971到1985年
899,黑洞
900,顯微注射
901,馬可波羅
902,新羅馬
903,滬寧鐵路
904,離岸人民幣
905,《倫敦條約》
906,路德
907,生育自主權
908,燃燒燃料
909,加拿大第三師
910,120天
911,1950年代
912,文藝復興運動
913,性犯罪
914,復興式
915,楚州
916,1590年
917,1949到1961年
918,西部魯爾區
919,
920,銀河系
921,春秋時期
922,嚴密
923,媒體維基
924,人文
925,2000年
926,7個
927,1949年1月1日
928,1884年
929,俄國
930,大慶油田
931,私立大學
932,
933,早期韓國華僑的聚集所在
934,李雄
935,許榮茂
936,汪大淵
937,漢語
938,[UNK]稻
939,宋真宗
940,120%
941,
942,9月
943,其副汗或小汗多帶有伊利的的稱號
944,唐德剛
945,路易十四
946,韓國
947,0.07個太陽質量
948,閩南人
949,28年
950,李煥之
951,公共汽車
952,核質
953,石排灣
954,東正教
955,八角鼓
956,迦太基式的和平
957,文化大革命
958,1642年
959,徐載弼
960,貴由
961,匈奴人
962,芝加哥大學
963,造船業
964,射速慢
965,紐格威森林
966,2012年
967,拿破崙
968,屋大維
969,166年
970,太極兩儀
971,市場經濟
972,1961年
973,亞歷山大六世
974,
975,悼念周恩來集會並稱「四五運動
976,20世紀60年代
977,1958年底
978,胡漢分治的制度
979,涵元門
980,趙翼
981,漢文
982,12次
983,科學社會學
984,1138公頃
985,《中華人民共和國村民委員會組織法》
986,俄羅斯
987,聯合國專家
988,票房
989,南部沿海地區
990,國大黨
991,白[UNK]紀滅絕事件
992,模特
993,上帝創造萬物
994,1258年
995,元朝
996,1929年
997,1972年
998,鐵製蒸汽船
999,文森特
1000,環境保護主義
1001,詹姆士·麥迪遜
1002,1961年
1003,蘇聯紅軍
1004,
1005,1991年
1006,摩利爾法學院
1007,太陽
1008,修道主義
1009,1999年
1010,亞歷山大漢密爾頓
1011,中國
1012,1960年
1013,國務委員會委員長
1014,紐約尼克
1015,蓋戳
1016,東校區
1017,100萬到1兆倍
1018,第三代
1019,匈奴
1020,9月6日
1021,貴族
1022,工程化核酸酶
1023,伊薩克二世
1024,統帥
1025,外部刺激
1026,蔣中正
1027,臺灣本身財政負擔
1028,武漢行營副主任
1029,躲避戰亂
1030,朝鮮半島
1031,
1032,狄拉克
1033,落實外交政策
1034,1823年
1035,40個
1036,三人團
1037,舊石器時代晚期
1038,166年
1039,荀子
1040,集團軍
1041,法政專門學校
1042,尷尬事件
1043,愷撒
1044,韓語
1045,倫敦霍洛威
1046,佛教
1047,烏爾蘇拉
1048,1964年
1049,恆河
1050,維持現狀
1051,挪威
1052,南北戰爭
1053,軍事介入失敗
1054,南華縣
1055,英國
1056,李紳
1057,路面電車
1058,帝位世襲
1059,1060公釐
1060,1941年
1061,唐史學家
1062,荊州劉表
1063,慶元
1064,軍事委員會北平分會副委員長
1065,
1066,石油危機
1067,唐朝
1068,奧斯陸峽灣
1069,1920年
1070,硫代硫酸氨
1071,《金雲翹傳》
1072,89萬人
1073,1910年
1074,1627年
1075,區域性污染
1076,阿內加達島
1077,唐生智
1078,夏季
1079,地方法院
1080,奧古斯都
1081,6世紀
1082,24所
1083,甘肅省
1084,領先盤
1085,1所
1086,耶穌會
1087,一個中央窩，有些鳥有兩個
1088,破四舊」
1089,三次
1090,為了獲得大寧地區的駐牧權，聯合了當時頗為強大
1091,俗語
1092,郭松齡
1093,爆炸性
1094,第二殖邊督辦公署
1095,明朝時期
1096,1968年
1097,
1098,1932年
1099,吉田定房
1100,世稱恭順
1101,
1102,抗日戰爭
1103,財產資格限制
1104,吳國
1105,汗位取得不合法
1106,奧東·德拉羅什
1107,海旁東
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,戰時研發商
1112,赫爾辛基
1113,《男人四十》
1114,羅馬帝國
1115,1846年
1116,辛亥革命
1117,史夔
1118,「合會朱陸」
1119,阿希佩戈拉公國
1120,坦尚尼亞
1121,亞歷山大一世
1122,加州尤巴城
1123,君主
1124,天下人
1125,日本
1126,尼古拉斯·尼葛洛龐帝
1127,朱序
1128,石油危機
1129,教育產業化
1130,1992年
1131,康拉德·阿登納
1132,山東半島
1133,聖奧古斯丁
1134,公元185年
1135,中國自治組織
1136,大正天皇
1137,西區圖書館
1138,北齊
1139,足利義輝
1140,內戰
1141,中華人民共和國衛生部
1142,人人平等
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1799年，幕府將東蝦夷地改為幕府直轄地。1807年
1147,英國
1148,瑞士蘇黎世州
1149,七月初四
1150,德國
1151,76間
1152,民國19年
1153,50元
1154,
1155,2次
1156,免耕拋秧法
1157,七個
1158,周恩來
1159,卡加梅
1160,12個王朝及93位
1161,天城體
1162,5月17日
1163,財務分析
1164,武力
1165,海軍中尉
1166,德川家康
1167,空射火箭
1168,1836年
1169,敘利亞
1170,4千
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,地球號
1174,哥廷根亨德爾國際音樂節
1175,滬昆高速公路
1176,夜裡10點至翌日凌晨6點
1177,法國
1178,歐德謨
1179,道本頓
1180,通州張家灣
1181,青春勵志片
1182,《血盟救國軍軍歌》
1183,廣州
1184,聽診器
1185,病逝
1186,唯泰主義
1187,
1188,《海峽兩岸服務貿易協議》
1189,
1190,自由主義
1191,1874年
1192,同步
1193,卡斯特拉
1194,李克強
1195,河東道
1196,
1197,希波丹姆
1198,熱帶稀樹草原
1199,日本
1200,抗日民族統一戰線的具體組織形式
1201,63個
1202,46公里
1203,十六世紀
1204,帕多瓦大學
1205,八千多年前
1206,吉隆坡
1207,1885年
1208,塢堡
1209,發展局
1210,稀薄
1211,北京電視台
1212,[UNK]州縣
1213,十月革命
1214,德國
1215,美國大學協會
1216,公共教育經費
1217,日本關東軍
1218,開京
1219,美國大蕭條時期
1220,
1221,拉丁人
1222,明文
1223,陳誠
1224,全印穆斯林聯盟
1225,通古斯人壓力
1226,喇嘛教
1227,鎌倉時代
1228,太陽
1229,建設中國特色社會主義
1230,劉裕
1231,東正教
1232,威尼斯
1233,佛教
1234,三代
1235,東正教
1236,臺北市
1237,鄧小平
1238,南斯拉夫
1239,武陵、南郡
1240,殺蟲
1241,法國大革命
1242,自由韓國黨
1243,否決權
1244,二十世紀
1245,積極進攻
1246,加拿大
1247,1926年
1248,義大利汽車之都
1249,火箭發動機
1250,機械門控通道
1251,在軌道上驅動列車
1252,聖喬治拉丁文學校
1253,23年
1254,1948年12月1日
1255,元武宗
1256,私兵制度
1257,魏博拉盧比民達行業工會
1258,文章奧府
1259,配子
1260,非洲
1261,瓊州海峽
1262,安德魯約翰遜
1263,普林斯頓大學
1264,
1265,釣魚台國賓館
1266,伊達政宗
1267,量子物理學
1268,民國5年
1269,金融廳
1270,潘章
1271,班傑明·富蘭克林
1272,高雄
1273,第三代
1274,日美神奈川條約
1275,北京
1276,晶體狀態
1277,哈利里德
1278,
1279,柏拉圖
1280,波蘭
1281,907事件
1282,
1283,改良式
1284,表演工作坊於1985年推出舞台劇『那一夜，我們說相聲』
1285,二人對弈
1286,1860年
1287,全球資訊網
1288,八月
1289,行為主義
1290,廣州話
1291,張伯倫
1292,粳稻
1293,挪威
1294,700多個配置設定和超過1800個
1295,郵政集團公司
1296,承諾給予興、泉、漳、潮四郡為封地；鄭成功以兵馬繁多，非數省不足安插為由，再拒絕之。八月，清又遣使往議；鄭成功的親弟鄭渡、鄭蔭也在使節之中。鄭成功稱清朝沒有誠意
1297,我們就是人民！」
1298,亞裔安納托利亞人
1299,福島縣會津地區
1300,1913年
1301,土地銷售
1302,阿拉曼人
1303,史蒂夫·鮑爾默
1304,天花病
1305,牡丹峰樂團
1306,印度
1307,3座
1308,周敦頤
1309,下薩克森邦
1310,朱利烏斯·凱撒
1311,豫
1312,1919年4月13日
1313,1133515人
1314,喃字
1315,排灣族
1316,牛津大學
1317,普選制度
1318,高宗
1319,2015年
1320,1969年
1321,自由民主黨
1322,三合院
1323,一綱多本
1324,488年
1325,病態賭徒
1326,人民代表大會
1327,外太空
1328,黃中理
1329,中山先生建國大綱
1330,西班牙
1331,1905年
1332,美國
1333,鐵
1334,拿破崙
1335,廣東省
1336,聖母大學
1337,羅馬法
1338,應用心理學家
1339,希臘
1340,拉丁字母
1341,《中俄密約》
1342,卡普拉
1343,雙重國籍
1344,24英吋克拉克望遠鏡
1345,生物質
1346,秘書處
1347,焚燒
1348,66種
1349,類比訊號
1350,回族
1351,視錐細胞
1352,人口眾多
1353,威廉二世
1354,遵義會議
1355,《我於青春無悔》
1356,君士坦丁大帝
1357,國際網球總會
1358,8月26日
1359,希臘字母
1360,李景隆
1361,外交手段
1362,1887年
1363,2008年
1364,阿基米德
1365,2010年
1366,1918年
1367,對刺激的回應
1368,魯宗之
1369,企圖顛覆德川幕府陰謀
1370,朝鮮王朝
1371,2012年
1372,生物動力學
1373,印度洋暖濕氣流
1374,太白山脈
1375,廓索維茨
1376,耐高溫
1377,民國十八年
1378,濟州島
1379,一萬兌一
1380,25個
1381,整軍協定
1382,1996年
1383,1985年
1384,4世紀
1385,極端封閉的社會
1386,13世紀
1387,九龍灣站
1388,1980年代
1389,1997年
1390,愛爾蘭國立大學
1391,折下吉延
1392,越南
1393,1914年
1394,盡一分努力
1395,66種
1396,能源的需求持續增長
1397,女性
1398,40倍
1399,1956年
1400,白色不透明
1401,1843年直接吞併了信德富庶的小土邦，1856年
1402,忽必烈
1403,反革命事件
1404,王光美
1405,理察·科伯恩·麥克勞林
1406,東德
1407,1624年
1408,15%
1409,蔣中正
1410,奈及利亞
1411,亞洲
1412,2000年
1413,重力作用
1414,桑
1415,二戰
1416,2013年2月11日
1417,1973年
1418,起義不是偶然事件，同時爭取民族權利
1419,南開中學，早年短期留學日本明治大學
1420,科學家」，而被視為科學上的哲學家
1421,10萬人
1422,惠宗
1423,抗佝[UNK]病
1424,馬來-玻里尼西亞語族
1425,
1426,預算限制
1427,意識型態
1428,蘇美爾人
1429,元代
1430,43人
1431,限制性消化
1432,劉氏
1433,超級模特兒
1434,兩層
1435,志費尼
1436,中國共產黨
1437,《鋼鐵是怎樣煉成的》
1438,1994年12月1日
1439,最高榮譽大獎
1440,摩門教
1441,1986年
1442,《安邦定國誌》
1443,百越族
1444,省級公園
1445,米高彭博
1446,伊斯蘭教
1447,徐樹錚
1448,明太祖
1449,歷史博物館
1450,阿內加達島
1451,對空警戒
1452,外國不可能介入內戰
1453,南朝鮮
1454,關島原住民
1455,公共救濟
1456,德國
1457,大學
1458,九龍灣
1459,南昌分局
1460,佛教
1461,陳朝
1462,11000間
1463,有色人種
1464,南斯拉夫共產黨
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,石亭之戰
1468,《蘇蒙修好條約》
1469,主體史學
1470,心內膜墊
1471,1662年
1472,1884年
1473,第二產業
1474,德國
1475,伍斯特
1476,光度
1477,嚴重的流血
1478,張議潮
1479,新幾內亞
1480,正德十三年
1481,瘟疫四竄
1482,法國
1483,喜馬拉雅山
1484,孟加拉
1485,沙俄
1486,200萬
1487,黑龍江
1488,1992年
1489,北角
1490,新界
1491,蔣中正
1492,大和國
1493,佛教
1494,基底膜活動
1495,無性生殖
1496,
1497,母親病危
1498,巴塞隆納奧運
1499,鬍鬚狀
1500,阿拉巴馬州
1501,海祭
1502,[UNK]-4戰鬥機
1503,額我略十二世
1504,2010年上海世界博覽會的召開
1505,1980年
1506,1958年
1507,俄羅斯聯邦軍隊
1508,南方墨點法
1509,路易斯一世
1510,《時代》雜誌
1511,極權主義
1512,《布列斯特-立陶夫斯克條約》
1513,園林家
1514,布列塔尼半島美國
1515,後燃器
