ID,Answer
544,多倫多運輸局
545,前一世紀
546,柵欄
547,1910年
548,以便法國能控制德國的進出口貿易
549,狄拉克
550,唐太宗
551,健康寫實電影
552,1956年7月
553,矮星
554,中生代
555,伊爾庫茨克國立大學
556,鐵木真
557,
558,1789年
559,兩個
560,永康方巖
561,日占時期
562,金正恩
563,屈萬祥
564,總兵官
565,名人傳
566,哈大客運專線
567,漢風魏韻
568,自然科學
569,反文化運動
570,英國
571,宗
572,轟炸機
573,小型雷達測距儀
574,義大利
575,中世紀
576,耳蝸核
577,刺史
578,18個
579,至元二十九年
580,自由派
581,察合台汗國
582,陶瓷
583,1980年代
584,俄國
585,法屬路易斯安那
586,1918年
587,木憐道，蒙語意為馬道；三為納憐道，蒙語意為小道。從地區講，帖裏幹和木憐道，多用於嶺北至上都、大都間的郵驛；納憐道僅用於西北軍務，大部分驛站在今甘肅省境內
588,9年
589,[UNK]的學生
590,1941年2月1日
591,101公里
592,國務院常務會議
593,20倍
594,喬治亞共和國
595,1943年
596,逃離家園者
597,足式臀位
598,聯邦制
599,韓國
600,氯仿
601,希臘
602,瀕危物種
603,離婚事件層出不窮的其他好萊塢眾男星相形之下，顯得十分難能可貴。他的兩個妹妹，都是當時不多見的婚後職業婦女。史都華的繼子羅納德·麥克林海軍陸戰隊中尉於越戰
604,公民權
605,提倡智慧地使用冷氣
606,極端大陸性氣候
607,金華
608,1928年
609,法國電信
610,霍布斯
611,1897年
612,中山盛產海鹽
613,中國人民銀行籌備處
614,市場分析
615,滬寧鐵路
616,2006年
617,家庭喜劇片
618,保障子女利益
619,婦女
620,反對建文帝削藩
621,建築與規劃學院
622,史彌遠
623,自由民主黨
624,傳播色情
625,植物和動物細胞的另一種轉化方法是電穿孔。電穿孔包括使植物或動物細胞遭受電擊，其可使細胞膜對質體[UNK]可透過，在一些情況下，電穿孔細胞
626,哈大客運專線
627,第五區
628,最古老的活躍軍事單位
629,1982年
630,漢武帝
631,以東地區
632,外蒙古企圖分裂中華民國
633,義大利
634,西方文明開始衝擊朝鮮半島
635,東晉常[UNK]
636,1936年
637,預言
638,非商用
639,五桂山
640,枇杷
641,嘉義市
642,農業
643,29個
644,民國29年
645,10月23日
646,人傳》
647,
648,第二次世界大戰
649,5000噸級
650,君士坦丁堡
651,2015年年底
652,古漢語
653,22年
654,阿列克修斯·杜卡斯
655,尼安三世
656,南方超大陸岡瓦那大陸的一部分於7500萬年前開始向東北方移動，該地質作用約持續了5000萬年，該大陸橫越了當時尚未形成的印度洋。印度次大陸最終與歐亞大陸板塊碰撞並隱沒至歐亞板塊之下，抬升出地球上最高的山脈喜馬拉雅山脈
657,1937年
658,1964年
659,16世紀末
660,油氣開發
661,外太空
662,嘉靖帝除四位皇后外，正式冊封的妃嬪有近七十人。明孝宗
663,周邊地區
664,第一區
665,1925年
666,照射紫外線
667,九一八事變
668,春秋時
669,對大自然的崇拜
670,閩江口
671,1899年
672,南華縣
673,清朝
674,中央窩
675,利奧三世
676,殖民主義
677,奧德
678,6萬平方千米
679,2000公厘以上，無明顯乾溼季之分；溫差小，平均溫約攝氏25~27度。以常綠闊葉樹為主。森林層次複雜，可以分成地被層、草本層、灌木層、亞喬木層、喬木層和樹冠層等。為爭取陽光，有些樹種可以長到80公尺
680,調動人民勞動的積極性
681,麥克萊倫
682,赤城鎮政府街1號
683,纖維心包
684,羅非魚
685,潘普洛納
686,水質好
687,1848年
688,臺灣府志
689,杜林
690,第265任
691,決勝局開始
692,民國39年
693,大東書局
694,民主共和黨專門反對由亞歷山大漢密爾頓
695,超新星
696,全斗煥
697,2007年
698,小熊達點後，[UNK]啦啦隊長
699,索馬利亞政府司法
700,382年
701,軍隊編制問題
702,劉銘傳
703,韓國
704,1980年代
705,譚詠麟
706,1923年
707,畢達哥拉斯
708,2009年
709,湘西土家族苗族自治州
710,袁術
711,茶鹼
712,東晉
713,李定國
714,22條
715,醫學領域
716,《新基本法令》
717,1962年
718,洪武三十一年
719,
720,奧匈帝國
721,匈奴帝國
722,白矮星
723,咖啡因
724,何無忌
725,階梯狀
726,漳州人
727,6個小時
728,1866年
729,分發式政策
730,呂驥
731,90年代
732,金日成
733,第一
734,威廉·莫里斯
735,西班牙瓦倫西亞
736,1787年
737,
738,復仇
739,1898年
740,守舊派
741,蘇聯
742,端敬王后
743,中生代
744,南斯拉夫共產黨
745,中華人民共和國
746,強烈聲音要求重寫和修改其憲法以追上時代
747,抑制人口增加
748,蘇聯遠東軍
749,全國人民代表大會常務委員會
750,維多利中心
751,恆星
752,嚇阻鳥群
753,推行反共政策
754,5～8％
755,日本
756,分子雲內部
757,鮮卑部落
758,鮑德溫伯爵
759,1916年
760,1939年
761,東三省巡閱使衛隊旅旅長
762,巴黎條約
763,1970年
764,麥迪遜分校
765,乾燥
766,麻赫穆德·喀什噶里
767,奢侈品
768,資格賽賽制
769,周昂駿
770,民國16年
771,13世紀
772,三監之亂
773,周恩來
774,馬略
775,至元十三年
776,妖怪
777,70年代
778,圖西族
779,聖餐持紀念說
780,空腹死刑
781,《三國史記
782,木衛三
783,長沙太守
784,凝固
785,2002年
786,上海
787,比利時
788,濃硫酸
789,科學探索
790,兄弟國的盟約
791,2010年
792,硫
793,1979年
794,義大利
795,農業
796,卡拉恰伊湖
797,趙昀
798,阿拉里克
799,南京
800,共和黨
801,日本
802,二戰
803,1976年
804,上海
805,1949年
806,麻省理工學院亦與數碼年代的發展息息相關。除了現代電腦及電腦網絡的先驅，大學的電腦與人工智慧實驗室及鐵路技術部還研發了一些早期的電子遊戲，並創造了現代黑客的行話文件。除此，不少電腦技術機構均起源於麻省理工學院，這包括了八十年代由理查·斯托曼
807,階級社會
808,第二次義大利衣索比亞戰爭
809,礦產資源
810,1449年
811,文化大革命
812,隆武帝
813,第一次世界大戰
814,孫叔敖
815,三千年豔屍記
816,雙汗制
817,第265
818,
819,中華全國體育協進會改為中華全國體育總會
820,外在的因素造成光度的變化，像是食雙星，還有極端的情形是由恆星自轉
821,人文關懷
822,1939年
823,《產假和保護婦女兒童權利法》
824,投資環境轉差，這時的福建人紛紛轉向香港發展，香港民國時代的福建人比例比現在多出很多。因為港島北面有大量的福建人，蔡素玉經常在港島區以福建人
825,中華民國國軍
826,韓國
827,人民頻繁的遷移
828,公元7世紀
829,網際網路版權問題的存在，往往被禁止的作品可以在網上免費收看。對於境外節目
830,保證共和派控制國民議會
831,匈牙利
832,1979年
833,隋[UNK]帝親率三十萬軍隊兵分陸路和海路同時征伐高句麗，但遭到高句麗
834,蘇區
835,台北市「西區門戶計畫」、捷運機場線等國際工程實施
836,太陽為基礎
837,大戰期間
838,文化人類學
839,1987年
840,待在社福機構
841,汾河
842,關漢卿
843,張學良
844,陳平順
845,主序帶
846,厄德
847,一定得在不同的設施樓層之間移動
848,2007年
849,中國代表權變更問題
850,青銅時代
851,天皇
852,朝鮮白頭山
853,德國人
854,2009年
855,羅馬帝國
856,重力
857,第一目擊者
858,生物演化
859,1987年
860,韓國
861,祖沖之
862,圖西族
863,法文老師
864,阿瓦魯阿
865,廉興
866,基因特質
867,印地語
868,哥白尼
869,康熙帝
870,土地起伏
871,第二產程
872,民國43年
873,地質類學科專業
874,研究員
875,咖啡因植物
876,君士坦提烏斯
877,2000年6月
878,一日生活圈
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,宙斯
883,有些位於風景區外圍及重要公路旁的便利商店還提供顧客臨時停車位及廁所。由於臺灣便利商店發展過快，分布密度過高與供應服務過多
884,1910年革命
885,洛邑
886,人生觀念
887,杜慧度
888,憲政改革
889,英國
890,斯塔福德郡
891,義熙十四年
892,劉少奇
893,2000年
894,1995年
895,一切非理性力量的總合
896,東德使館
897,1573年
898,1989年
899,黑洞
900,顯微注射
901,馬可波羅
902,新羅馬
903,上海鐵路局
904,離岸人民幣
905,《倫敦條約》
906,第四次迦太基大會
907,
908,大質量
909,加拿大軍隊
910,120天
911,1950年代
912,文藝復興運動
913,性犯罪
914,文藝復興式
915,楚州人
916,1590年
917,1989年
918,下薩克森邦
919,
920,室女座星系團哎母100星系內
921,1584年
922,元朝中國的繁華景象
923,媒體維基
924,通俗科幻小說雜誌
925,1948年
926,67個
927,1月1日
928,18世紀中期
929,
930,黑龍江
931,私立大學的數目
932,技術信息圖書館
933,早期韓國華僑的聚集所在
934,李[UNK]
935,林紹良
936,李準
937,中國
938,[UNK]稻
939,宋真宗
940,120%
941,美國聯邦調查局
942,9月
943,其副汗或小汗多帶有伊利的的稱號
944,唐德剛
945,路易十四
946,韓國
947,0.07個太陽質量
948,閩南人
949,28年
950,李煥之
951,公交車
952,卵子
953,鴨巴甸
954,正教
955,八角鼓
956,歐洲鋼鐵
957,文化大革命
958,1642年
959,徐載弼
960,蒙哥
961,匈奴人
962,芝加哥大學
963,船業
964,需求方向不同，卻對同一種發展趨勢有共同推演的效果，那就是對流線型設計的要求。流線型的設計在於減低阻力
965,紐格威森林
966,2012年
967,拿破崙
968,戴克里先
969,166年
970,決策局再度重組
971,市場經濟
972,1963年
973,亞歷山大六世
974,1919年
975,悼念周恩來集會
976,20世紀60年代
977,1958年
978,各國佔地不大，但往往分置許多州，以致州境縮小。並且將自己沒有統治的州郡也常常在境內設置，例如前趙將幽州設在北地郡，後秦將冀州設在蒲板，南燕將徐州設在莒縣等。由於一些國家採胡漢分治的制度
979,
980,趙翼
981,漢文
982,12次
983,科學社會學
984,1138公頃
985,《中華人民共和國村民委員會組織法
986,荷蘭
987,聯合國
988,打破香港華語片票房紀錄
989,內陸地區
990,國大黨
991,白[UNK]紀滅絕事件
992,毒品
993,異端邪說
994,1252年
995,元朝
996,1932年
997,1972年
998,新式鐵製蒸汽船
999,文森特
1000,環境保護主義
1001,
1002,1946年
1003,蘇聯紅軍
1004,柏卡牌相機，特拉貝特、瓦爾特堡、德国[UNK]發公司工廠出產的汽車，獵槍，六分儀以及腕錶。直到20世紀60年代，東德仍遭受著糖、咖啡之類的基本食物的短缺。一些在西方有親戚或朋友並且在國家銀行有外匯帳戶
1005,1991年
1006,爾法學院
1007,
1008,修道主義
1009,最近幾年
1010,亞歷山大漢密爾頓
1011,中國大陸
1012,1960年
1013,國務委員會委員長
1014,紐約尼克
1015,蓋戳形式
1016,合肥
1017,2.9萬光年
1018,第二代戰鬥機
1019,匈奴
1020,9月6日
1021,貴族等級
1022,工程化核酸酶
1023,伊薩克二世
1024,統帥
1025,外部刺激
1026,麥克阿瑟
1027,清朝官員貪污頻繁
1028,武漢行營副主任
1029,躲避戰亂
1030,朝鮮半島
1031,1985年
1032,狄拉克
1033,落實外交政策
1034,1826年
1035,英語
1036,國民黨軍隊
1037,舊石器時代
1038,166年
1039,荀子
1040,集團軍
1041,半日制學堂
1042,國家領導人出訪過程中，如果遇到尷尬事件
1043,愷撒
1044,韓語。韓語與朝鮮語
1045,倫敦霍洛威
1046,佛教
1047,烏爾蘇拉
1048,1980年
1049,南方超大陸
1050,政治現狀的改變
1051,挪威
1052,南北戰爭
1053,令拿破崙蒙羞
1054,南華縣
1055,英國人
1056,李紳
1057,
1058,四帝共治制
1059,1060公釐
1060,1939年
1061,唐軍
1062,劉表
1063,慶元
1064,軍事委員會北平分會副委員長
1065,英美法系
1066,石油危機
1067,秦朝
1068,自治市內三分之二的面積是森林和水域，使得實際人口密度達到了5221.6人/平方公里。城市核心區
1069,1920年
1070,硫代硫酸氨
1071,字喃著作《金雲翹傳
1072,89萬人
1073,1912年
1074,1627年
1075,區域性污染
1076,英屬維京群島
1077,唐生智
1078,夏季
1079,臺灣新北地方法院
1080,戴克里先
1081,6世紀
1082,8所
1083,甘肅省
1084,每局比賽
1085,121所
1086,義大利耶穌會
1087,
1088,破四舊
1089,三次
1090,獲得大寧地區的駐牧權
1091,俗語
1092,張學良
1093,爆炸性
1094,第二殖邊督辦公署
1095,17世紀初
1096,1967年
1097,具備多功能性
1098,1932年
1099,吉田定房
1100,世稱恭順
1101,河川
1102,抗日戰爭
1103,財產資格限制
1104,
1105,汗位取得不合法
1106,奧東·德拉羅什
1107,灣仔北
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,高速攝影、間諜氣球開發等，均為其他主要的軍事研究項目。大戰過後，麻省理工成為了全美最大型的戰時研發商
1112,芬蘭的赫爾辛基
1113,《男人四十》
1114,羅馬帝國
1115,
1116,日俄戰爭
1117,文淵閣
1118,合會朱陸
1119,傑弗里·德維爾阿杜安
1120,阿拉伯半島
1121,塞爾維亞反對黨
1122,加州尤巴城
1123,君主
1124,天下人
1125,蒙聯軍
1126,提姆·柏內茲李
1127,朱序
1128,匯率波動頻繁
1129,教育產業化的提出
1130,
1131,康拉德·阿登納
1132,東北亞
1133,聖奧古斯丁
1134,185年
1135,弱勢群體
1136,大正天皇
1137,四牌樓
1138,中國歷代
1139,義輝
1140,戰爭
1141,中華人民共和國衛生部
1142,蘇菲派一神論
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1799年
1147,英國
1148,瑞士蘇黎世州
1149,七月初四
1150,英國
1151,1909年
1152,民國34年
1153,1948年
1154,分散了泛國民黨支持者的票源
1155,2次
1156,拋秧
1157,七個
1158,劉少奇
1159,卡加梅
1160,93位
1161,
1162,5月17日
1163,報導企業資金動向的現金流量表也獲得許多企業經營者的重視，將之列為必備的財務報表
1164,自然
1165,海軍中尉
1166,德川家康
1167,空射火箭
1168,1836年
1169,拜占庭帝國
1170,貧窮
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,地球生態系統服務對人們的恩典
1174,
1175,滬昆高速公路
1176,懷孕晚期
1177,法國
1178,歐幾里得
1179,本頓
1180,通州張家灣
1181,潔淨
1182,《血盟救國軍軍歌》
1183,廣州
1184,聽診器
1185,下令對巴黎進行大幅度改造，為現代城市塑造了輪廓
1186,唯泰主義
1187,1993年
1188,《海峽兩岸服務貿易協議
1189,進攻明朝軍事重鎮宣府
1190,自由主義
1191,1874年
1192,每一聲波周期因而都可以有一定數量的纖維同步發放
1193,日式西點
1194,
1195,河東道
1196,[UNK]
1197,希波丹姆
1198,熱帶稀樹草原
1199,韓國
1200,
1201,63個
1202,46公里
1203,十六世紀
1204,帕多瓦大學
1205,公元前779年
1206,廈門
1207,1891年
1208,
1209,發展局
1210,大氣層
1211,北京電視台
1212,[UNK]州縣
1213,共產黨
1214,英國
1215,美國大學協會
1216,教育投入
1217,郭素
1218,開京
1219,美國大蕭條時期
1220,解決元成宗時期的財政危機
1221,伊薩克
1222,明文
1223,蔣介石
1224,全印穆斯林聯盟
1225,受通古斯人壓力
1226,喇嘛教
1227,鎌倉時代
1228,太陽
1229,建設中國特色社會主義
1230,劉裕
1231,基督教
1232,鮑德溫伯爵
1233,佛教
1234,
1235,東正教
1236,臺北市
1237,鄧小平
1238,南斯拉夫
1239,
1240,殺蟲
1241,法國大革命
1242,自由韓國黨
1243,否決權
1244,二十世紀
1245,積極進攻
1246,加拿大
1247,1926年
1248,義大利汽車之都
1249,火箭
1250,心肌因為有效不應期特別長，所以它們不會發生完全強直收縮。心肌細胞具有機械門控通道
1251,
1252,聖喬治拉丁文學校
1253,23年
1254,1948年12月1日
1255,武宗系
1256,王子和貴族的私兵制度
1257,魏博拉盧比民達行業工會
1258,文章奧府
1259,
1260,尚吉巴
1261,瓊州海峽
1262,安德魯約翰遜繼任總統，雖然約翰遜
1263,普林斯頓大學
1264,83年
1265,釣魚台國賓館
1266,伊達政宗
1267,恆星內部和恆星演化的模型被成功的發展出來；恆星光譜也因為量子物理學的進展
1268,15年
1269,美國聯邦儲備委員會及紐約金融服務局
1270,潘章
1271,班傑明·富蘭克林
1272,高雄
1273,第二代戰鬥機
1274,日美神奈川條約
1275,北京市
1276,無晶態
1277,哈利里德
1278,低可偵測性
1279,柏拉圖
1280,波蘭人
1281,
1282,英祖四年
1283,改良式腳踏車
1284,我們說相聲
1285,二人
1286,1830年
1287,全球資訊網
1288,八月
1289,認知主義
1290,廣州話
1291,傑瑞·威斯特
1292,粳稻
1293,挪威
1294,1800
1295,中國郵政集團公司
1296,請師
1297,我們就是人民！
1298,古希臘人
1299,福島縣會津地區
1300,1913年
1301,土地銷售
1302,德魯修斯
1303,洛杉磯快艇
1304,腓力五世精神上的缺憾使他無法繼續執政，或是腓力五世希望繼承法國國王王位所以先行退位。但是不幸地路易斯一世只在位7個月便於當年8月31日，因天花病
1305,牡丹峰樂團
1306,印度
1307,3座
1308,周敦頤
1309,
1310,朱利烏斯·凱撒
1311,「豫」
1312,1919年4月13日
1313,1133515人
1314,文言文
1315,排灣族
1316,牛津大學
1317,普選制度
1318,李承休
1319,2015年
1320,1995年
1321,民主黨
1322,免耕拋秧
1323,
1324,488年
1325,病態賭徒
1326,全國人民代表大會常務委員會
1327,外太空
1328,黃庭堅
1329,蒙疆聯合自治政府
1330,瑞士
1331,1905年
1332,美國
1333,較便宜的鐵
1334,拿破崙
1335,廣東省
1336,[UNK]
1337,羅馬法
1338,心理學
1339,希臘
1340,拉丁字母
1341,《[UNK][UNK]條約
1342,卡普拉
1343,雙重國籍
1344,24英吋克拉克望遠鏡
1345,生物質
1346,秘書處
1347,就地掩埋
1348,66種
1349,類比訊號
1350,回族
1351,
1352,人口眾多
1353,威廉二世
1354,遵義會議
1355,《刑法讀本
1356,君士坦丁大帝
1357,國際網球總會
1358,10月9日
1359,阿爾法版本
